consumer_id,pmt_id,feeder_id,sanctioned_load_kw,consumer_type,meter_type,is_registered_prosumer
C-001350,PMT-0179,F-18,3.59,residential,analog,False
C-001351,PMT-0019,F-02,1.14,residential,analog,False
C-001352,PMT-0118,F-12,14.86,commercial,analog,False
C-001353,PMT-0149,F-15,2.93,residential,analog,False
C-001354,PMT-0275,F-28,7.25,residential,electronic,False
C-001355,PMT-0066,F-07,5.98,residential,analog,False
C-001356,PMT-0150,F-15,3.83,residential,analog,False
C-001357,PMT-0104,F-11,6.33,residential,electronic,False
C-001358,PMT-0041,F-05,11.82,commercial,analog,False
C-001359,PMT-0031,F-04,4.65,residential,electronic,False
C-001360,PMT-0110,F-11,7.46,residential,electronic,False
C-001361,PMT-0025,F-03,2.4,residential,analog,False
C-001362,PMT-0021,F-03,3.19,residential,analog,False
C-001363,PMT-0106,F-11,7.2,residential,analog,False
C-001364,PMT-0061,F-07,4.23,residential,analog,False
C-001365,PMT-0167,F-17,11.36,commercial,analog,False
C-001366,PMT-0006,F-01,1.26,residential,analog,False
C-001367,PMT-0091,F-10,3.93,residential,analog,False
C-001368,PMT-0136,F-14,4.5,residential,analog,False
C-001369,PMT-0289,F-29,3.84,residential,analog,False
C-001370,PMT-0191,F-20,2.94,residential,analog,False
C-001371,PMT-0265,F-27,12.38,commercial,analog,False
C-001372,PMT-0103,F-11,5.5,residential,analog,False
C-001373,PMT-0135,F-14,91.3,industrial,electronic,False
C-001374,PMT-0127,F-13,5.55,residential,electronic,False
C-001375,PMT-0267,F-27,5.52,residential,electronic,False
C-001376,PMT-0288,F-29,6.72,residential,analog,False
C-001377,PMT-0289,F-29,2.16,residential,analog,True
C-001378,PMT-0226,F-23,11.02,commercial,electronic,False
C-001379,PMT-0151,F-16,1.35,residential,electronic,False
C-001380,PMT-0163,F-17,3.45,residential,electronic,False
C-001381,PMT-0295,F-30,7.99,residential,analog,False
C-001382,PMT-0086,F-09,11.59,commercial,analog,False
C-001383,PMT-0105,F-11,7.02,residential,analog,False
C-001384,PMT-0270,F-27,1.6,residential,electronic,False
C-001385,PMT-0116,F-12,4.22,residential,analog,False
C-001386,PMT-0071,F-08,12.03,commercial,electronic,False
C-001387,PMT-0169,F-17,2.41,residential,electronic,False
C-001388,PMT-0098,F-10,3.61,residential,electronic,False
C-001389,PMT-0268,F-27,72.1,industrial,analog,False
C-001390,PMT-0273,F-28,4.43,residential,electronic,False
C-001391,PMT-0092,F-10,6.91,residential,electronic,False
C-001392,PMT-0159,F-16,7.33,residential,electronic,False
C-001393,PMT-0296,F-30,4.37,residential,electronic,False
C-001394,PMT-0223,F-23,7.87,residential,analog,True
C-001395,PMT-0065,F-07,1.5,residential,electronic,False
C-001396,PMT-0178,F-18,2.93,residential,analog,False
C-001397,PMT-0186,F-19,3.92,residential,electronic,False
C-001398,PMT-0197,F-20,5.08,residential,electronic,False
C-001399,PMT-0008,F-01,4.82,residential,electronic,False
C-001400,PMT-0090,F-09,16.36,commercial,analog,False
C-001401,PMT-0257,F-26,7.27,residential,electronic,False
C-001402,PMT-0073,F-08,2.94,residential,electronic,False
C-001403,PMT-0090,F-09,6.72,residential,analog,False
C-001404,PMT-0097,F-10,4.91,residential,analog,False
C-001405,PMT-0054,F-06,4.43,residential,electronic,False
C-001406,PMT-0047,F-05,3.1,residential,electronic,False
C-001407,PMT-0105,F-11,44.33,industrial,analog,False
C-001408,PMT-0263,F-27,3.72,residential,analog,False
C-001409,PMT-0001,F-01,6.34,residential,electronic,False
C-001410,PMT-0085,F-09,4.34,residential,electronic,False
C-001411,PMT-0019,F-02,2.08,residential,analog,False
C-001412,PMT-0169,F-17,6.32,residential,analog,False
C-001413,PMT-0076,F-08,5.64,residential,electronic,True
C-001414,PMT-0238,F-24,23.98,commercial,electronic,False
C-001415,PMT-0176,F-18,4.71,residential,analog,False
C-001416,PMT-0236,F-24,5.58,residential,electronic,False
C-001417,PMT-0191,F-20,4.36,residential,analog,True
C-001418,PMT-0132,F-14,5.77,residential,analog,False
C-001419,PMT-0259,F-26,13.72,commercial,electronic,False
C-001420,PMT-0143,F-15,1.96,residential,analog,False
C-001421,PMT-0285,F-29,7.91,residential,analog,False
C-001422,PMT-0299,F-30,6.04,residential,electronic,False
C-001423,PMT-0177,F-18,5.26,residential,analog,True
C-001424,PMT-0203,F-21,4.37,residential,analog,False
C-001425,PMT-0077,F-08,5.98,residential,analog,False
C-001426,PMT-0245,F-25,1.89,residential,analog,False
C-001427,PMT-0202,F-21,3.28,residential,analog,False
C-001428,PMT-0271,F-28,1.87,residential,analog,True
C-001429,PMT-0081,F-09,1.88,residential,analog,False
C-001430,PMT-0237,F-24,1.15,residential,analog,False
C-001431,PMT-0142,F-15,6.29,residential,analog,False
C-001432,PMT-0056,F-06,2.59,residential,electronic,False
C-001433,PMT-0052,F-06,6.82,residential,analog,False
C-001434,PMT-0169,F-17,23.09,commercial,electronic,False
C-001435,PMT-0096,F-10,2.18,residential,electronic,False
C-001436,PMT-0031,F-04,5.96,residential,analog,False
C-001437,PMT-0129,F-13,4.22,residential,analog,True
C-001438,PMT-0196,F-20,7.43,residential,analog,False
C-001439,PMT-0096,F-10,14.69,commercial,electronic,False
C-001440,PMT-0287,F-29,3.65,residential,analog,False
C-001441,PMT-0234,F-24,3.06,residential,analog,False
C-001442,PMT-0154,F-16,23.07,commercial,electronic,False
C-001443,PMT-0281,F-29,9.52,commercial,electronic,True
C-001444,PMT-0130,F-13,21.55,commercial,analog,False
C-001445,PMT-0042,F-05,2.36,residential,analog,False
C-001446,PMT-0011,F-02,5.5,residential,analog,False
C-001447,PMT-0282,F-29,4.16,residential,electronic,True
C-001448,PMT-0288,F-29,1.73,residential,electronic,False
C-001449,PMT-0222,F-23,1.88,residential,analog,False
C-001450,PMT-0031,F-04,2.97,residential,electronic,True
C-001451,PMT-0089,F-09,6.37,residential,analog,False
C-001452,PMT-0013,F-02,6.1,residential,electronic,False
C-001453,PMT-0016,F-02,2.44,residential,analog,False
C-001454,PMT-0074,F-08,4.33,residential,analog,False
C-001455,PMT-0172,F-18,1.68,residential,analog,False
C-001456,PMT-0020,F-02,6.01,residential,analog,True
C-001457,PMT-0296,F-30,6.55,residential,electronic,False
C-001458,PMT-0137,F-14,7.25,residential,analog,False
C-001459,PMT-0080,F-08,7.2,residential,analog,False
C-001460,PMT-0155,F-16,3.37,residential,electronic,False
C-001461,PMT-0238,F-24,2.78,residential,analog,False
C-001462,PMT-0094,F-10,7.28,residential,analog,False
C-001463,PMT-0015,F-02,2.02,residential,analog,False
C-001464,PMT-0016,F-02,1.42,residential,electronic,False
C-001465,PMT-0256,F-26,3.2,residential,electronic,False
C-001466,PMT-0034,F-04,20.21,commercial,electronic,False
C-001467,PMT-0191,F-20,5.86,residential,electronic,False
C-001468,PMT-0116,F-12,7.91,residential,analog,False
C-001469,PMT-0234,F-24,48.76,industrial,analog,False
C-001470,PMT-0019,F-02,10.52,commercial,electronic,True
C-001471,PMT-0270,F-27,3.65,residential,analog,True
C-001472,PMT-0210,F-21,6.48,residential,electronic,False
C-001473,PMT-0135,F-14,37.14,industrial,analog,True
C-001474,PMT-0063,F-07,7.63,residential,analog,False
C-001475,PMT-0294,F-30,4.59,residential,analog,False
C-001476,PMT-0091,F-10,6.48,residential,analog,False
C-001477,PMT-0148,F-15,6.79,residential,electronic,False
C-001478,PMT-0119,F-12,4.35,residential,electronic,False
C-001479,PMT-0070,F-07,6.19,residential,electronic,False
C-001480,PMT-0125,F-13,3.55,residential,electronic,False
C-001481,PMT-0046,F-05,6.68,residential,analog,False
C-001482,PMT-0001,F-01,6.77,residential,analog,False
C-001483,PMT-0087,F-09,16.32,commercial,electronic,False
C-001484,PMT-0034,F-04,2.53,residential,analog,False
C-001485,PMT-0125,F-13,97.62,industrial,analog,False
C-001486,PMT-0259,F-26,23.94,commercial,analog,True
C-001487,PMT-0049,F-05,5.34,residential,electronic,False
C-001488,PMT-0001,F-01,7.89,residential,electronic,True
C-001489,PMT-0034,F-04,4.52,residential,analog,False
C-001490,PMT-0153,F-16,50.04,industrial,analog,False
C-001491,PMT-0083,F-09,4.22,residential,analog,False
C-001492,PMT-0147,F-15,1.32,residential,analog,False
C-001493,PMT-0009,F-01,15.98,commercial,analog,False
C-001494,PMT-0100,F-10,5.66,residential,electronic,False
C-001495,PMT-0124,F-13,7.19,commercial,electronic,False
C-001496,PMT-0130,F-13,2.79,residential,electronic,False
C-001497,PMT-0166,F-17,6.05,residential,electronic,False
C-001498,PMT-0235,F-24,6.56,residential,electronic,True
C-001499,PMT-0141,F-15,7.9,residential,electronic,False
C-001500,PMT-0253,F-26,2.77,residential,analog,False
C-001501,PMT-0159,F-16,21.83,commercial,electronic,False
C-001502,PMT-0079,F-08,2.2,residential,analog,False
C-001503,PMT-0069,F-07,1.92,residential,analog,False
C-001504,PMT-0097,F-10,19.58,commercial,analog,False
C-001505,PMT-0180,F-18,4.12,residential,analog,False
C-001506,PMT-0073,F-08,6.56,residential,electronic,False
C-001507,PMT-0275,F-28,10.65,commercial,electronic,True
C-001508,PMT-0144,F-15,2.49,residential,analog,False
C-001509,PMT-0259,F-26,4.84,residential,analog,False
C-001510,PMT-0205,F-21,1.81,residential,electronic,False
C-001511,PMT-0101,F-11,2.95,residential,electronic,False
C-001512,PMT-0069,F-07,2.16,residential,analog,False
C-001513,PMT-0224,F-23,3.24,residential,analog,True
C-001514,PMT-0100,F-10,6.36,residential,analog,False
C-001515,PMT-0075,F-08,1.85,residential,electronic,False
C-001516,PMT-0280,F-28,5.28,residential,analog,False
C-001517,PMT-0145,F-15,5.09,residential,electronic,True
C-001518,PMT-0015,F-02,4.77,residential,analog,False
C-001519,PMT-0149,F-15,4.39,residential,electronic,False
C-001520,PMT-0139,F-14,5.65,residential,analog,False
C-001521,PMT-0260,F-26,88.14,industrial,electronic,False
C-001522,PMT-0214,F-22,2.13,residential,electronic,False
C-001523,PMT-0058,F-06,6.7,residential,electronic,False
C-001524,PMT-0046,F-05,1.43,residential,electronic,False
C-001525,PMT-0182,F-19,4.37,residential,analog,False
C-001526,PMT-0015,F-02,60.92,industrial,analog,False
C-001527,PMT-0096,F-10,2.38,residential,analog,False
C-001528,PMT-0042,F-05,1.63,residential,electronic,False
C-001529,PMT-0007,F-01,1.52,residential,electronic,False
C-001530,PMT-0276,F-28,1.26,residential,analog,False
C-001531,PMT-0027,F-03,5.02,residential,electronic,False
C-001532,PMT-0003,F-01,32.44,industrial,analog,False
C-001533,PMT-0280,F-28,6.66,residential,analog,False
C-001534,PMT-0057,F-06,7.29,residential,analog,False
C-001535,PMT-0245,F-25,3.05,residential,electronic,False
C-001536,PMT-0010,F-01,2.15,residential,analog,False
C-001537,PMT-0047,F-05,3.87,residential,electronic,True
C-001538,PMT-0034,F-04,7.17,residential,electronic,False
C-001539,PMT-0212,F-22,3.8,residential,analog,False
C-001540,PMT-0187,F-19,1.76,residential,analog,False
C-001541,PMT-0143,F-15,24.69,commercial,electronic,False
C-001542,PMT-0073,F-08,4.5,residential,electronic,False
C-001543,PMT-0027,F-03,11.85,commercial,analog,False
C-001544,PMT-0171,F-18,7.26,residential,analog,False
C-001545,PMT-0070,F-07,7.49,residential,analog,False
C-001546,PMT-0178,F-18,14.94,commercial,analog,False
C-001547,PMT-0207,F-21,3.15,residential,analog,False
C-001548,PMT-0255,F-26,4.38,residential,electronic,False
C-001549,PMT-0149,F-15,2.53,residential,analog,True
C-001550,PMT-0002,F-01,4.35,residential,electronic,False
C-001551,PMT-0085,F-09,9.59,commercial,analog,True
C-001552,PMT-0257,F-26,5.36,residential,analog,False
C-001553,PMT-0160,F-16,20.2,commercial,electronic,False
C-001554,PMT-0186,F-19,7.79,residential,analog,True
C-001555,PMT-0138,F-14,6.9,residential,analog,False
C-001556,PMT-0049,F-05,1.6,residential,analog,False
C-001557,PMT-0270,F-27,9.23,commercial,analog,False
C-001558,PMT-0232,F-24,4.72,residential,electronic,False
C-001559,PMT-0299,F-30,10.15,commercial,electronic,False
C-001560,PMT-0257,F-26,1.1,residential,electronic,False
C-001561,PMT-0088,F-09,6.28,residential,electronic,False
C-001562,PMT-0077,F-08,3.5,residential,analog,False
C-001563,PMT-0075,F-08,1.46,residential,analog,False
C-001564,PMT-0276,F-28,15.18,commercial,analog,False
C-001565,PMT-0168,F-17,7.84,residential,electronic,True
C-001566,PMT-0137,F-14,5.75,residential,analog,False
C-001567,PMT-0291,F-30,2.11,residential,analog,False
C-001568,PMT-0182,F-19,4.6,residential,electronic,False
C-001569,PMT-0273,F-28,7.31,residential,analog,False
C-001570,PMT-0296,F-30,6.08,commercial,analog,False
C-001571,PMT-0024,F-03,5.47,residential,analog,False
C-001572,PMT-0109,F-11,6.05,residential,analog,False
C-001573,PMT-0221,F-23,5.93,residential,analog,False
C-001574,PMT-0244,F-25,2.05,residential,analog,False
C-001575,PMT-0045,F-05,7.35,residential,analog,False
C-001576,PMT-0096,F-10,3.26,residential,electronic,False
C-001577,PMT-0165,F-17,1.36,residential,analog,False
C-001578,PMT-0240,F-24,1.58,residential,electronic,True
C-001579,PMT-0034,F-04,56.61,industrial,electronic,False
C-001580,PMT-0181,F-19,23.2,industrial,electronic,True
C-001581,PMT-0089,F-09,20.59,commercial,electronic,False
C-001582,PMT-0065,F-07,7.06,residential,analog,False
C-001583,PMT-0155,F-16,1.09,residential,analog,False
C-001584,PMT-0125,F-13,6.67,residential,analog,False
C-001585,PMT-0191,F-20,7.87,residential,analog,False
C-001586,PMT-0096,F-10,1.21,residential,electronic,False
C-001587,PMT-0247,F-25,6.07,residential,analog,False
C-001588,PMT-0024,F-03,99.93,industrial,analog,False
C-001589,PMT-0259,F-26,20.94,commercial,analog,False
C-001590,PMT-0009,F-01,4.54,residential,electronic,False
C-001591,PMT-0221,F-23,7.19,residential,analog,True
C-001592,PMT-0104,F-11,5.96,residential,analog,False
C-001593,PMT-0116,F-12,3.05,residential,electronic,False
C-001594,PMT-0006,F-01,9.49,commercial,electronic,False
C-001595,PMT-0211,F-22,61.0,industrial,analog,True
C-001596,PMT-0050,F-05,3.61,residential,analog,True
C-001597,PMT-0198,F-20,3.31,residential,electronic,True
C-001598,PMT-0218,F-22,2.25,residential,analog,True
C-001599,PMT-0254,F-26,6.92,residential,electronic,False
C-001600,PMT-0213,F-22,5.94,residential,electronic,False
C-001601,PMT-0091,F-10,3.32,residential,analog,False
C-001602,PMT-0222,F-23,2.66,residential,electronic,False
C-001603,PMT-0248,F-25,1.9,residential,electronic,False
C-001604,PMT-0096,F-10,1.79,residential,analog,False
C-001605,PMT-0038,F-04,5.38,residential,analog,True
C-001606,PMT-0268,F-27,1.76,residential,electronic,True
C-001607,PMT-0045,F-05,24.2,commercial,analog,False
C-001608,PMT-0179,F-18,2.95,residential,electronic,False
C-001609,PMT-0071,F-08,1.18,residential,analog,False
C-001610,PMT-0038,F-04,6.99,residential,analog,False
C-001611,PMT-0233,F-24,3.57,residential,analog,False
C-001612,PMT-0044,F-05,3.4,residential,electronic,False
C-001613,PMT-0202,F-21,1.83,residential,analog,False
C-001614,PMT-0208,F-21,5.62,residential,analog,False
C-001615,PMT-0019,F-02,48.7,industrial,analog,False
C-001616,PMT-0052,F-06,6.76,residential,analog,False
C-001617,PMT-0239,F-24,5.41,residential,analog,True
C-001618,PMT-0153,F-16,22.6,commercial,electronic,True
C-001619,PMT-0037,F-04,5.36,residential,electronic,False
C-001620,PMT-0298,F-30,6.45,residential,analog,False
C-001621,PMT-0080,F-08,18.93,commercial,analog,False
C-001622,PMT-0002,F-01,4.24,residential,electronic,False
C-001623,PMT-0278,F-28,5.82,residential,electronic,False
C-001624,PMT-0005,F-01,5.65,residential,electronic,False
C-001625,PMT-0167,F-17,1.05,residential,analog,False
C-001626,PMT-0298,F-30,18.97,commercial,analog,False
C-001627,PMT-0174,F-18,2.84,residential,analog,False
C-001628,PMT-0176,F-18,4.79,residential,analog,False
C-001629,PMT-0117,F-12,1.78,residential,analog,False
C-001630,PMT-0039,F-04,1.16,residential,electronic,False
C-001631,PMT-0172,F-18,1.11,residential,analog,False
C-001632,PMT-0270,F-27,2.11,residential,analog,False
C-001633,PMT-0028,F-03,5.4,commercial,electronic,False
C-001634,PMT-0265,F-27,1.93,residential,electronic,False
C-001635,PMT-0125,F-13,4.91,residential,analog,False
C-001636,PMT-0161,F-17,3.8,residential,analog,False
C-001637,PMT-0050,F-05,7.87,residential,electronic,False
C-001638,PMT-0187,F-19,6.66,residential,electronic,False
C-001639,PMT-0055,F-06,2.03,residential,analog,False
C-001640,PMT-0082,F-09,3.92,residential,analog,False
C-001641,PMT-0217,F-22,4.02,residential,electronic,False
C-001642,PMT-0016,F-02,12.24,commercial,electronic,False
C-001643,PMT-0135,F-14,4.47,residential,analog,True
C-001644,PMT-0179,F-18,5.69,residential,analog,False
C-001645,PMT-0040,F-04,5.49,residential,electronic,False
C-001646,PMT-0089,F-09,3.5,residential,electronic,False
C-001647,PMT-0104,F-11,5.94,residential,analog,False
C-001648,PMT-0200,F-20,3.03,residential,electronic,False
C-001649,PMT-0294,F-30,21.71,commercial,electronic,False
C-001650,PMT-0251,F-26,7.75,residential,analog,False
C-001651,PMT-0057,F-06,3.06,residential,analog,False
C-001652,PMT-0006,F-01,82.78,industrial,analog,False
C-001653,PMT-0016,F-02,6.69,residential,electronic,False
C-001654,PMT-0179,F-18,4.44,residential,analog,False
C-001655,PMT-0047,F-05,1.61,residential,electronic,False
C-001656,PMT-0070,F-07,6.5,residential,analog,False
C-001657,PMT-0255,F-26,3.85,residential,electronic,True
C-001658,PMT-0263,F-27,36.65,industrial,electronic,False
C-001659,PMT-0252,F-26,5.39,residential,electronic,False
C-001660,PMT-0077,F-08,4.06,residential,electronic,False
C-001661,PMT-0186,F-19,1.61,residential,analog,False
C-001662,PMT-0184,F-19,24.67,commercial,analog,False
C-001663,PMT-0056,F-06,2.71,residential,analog,False
C-001664,PMT-0167,F-17,15.22,commercial,electronic,False
C-001665,PMT-0158,F-16,5.67,residential,analog,False
C-001666,PMT-0119,F-12,1.81,residential,analog,False
C-001667,PMT-0226,F-23,19.79,commercial,analog,False
C-001668,PMT-0204,F-21,5.54,residential,electronic,False
C-001669,PMT-0160,F-16,4.46,residential,analog,False
C-001670,PMT-0218,F-22,15.57,commercial,analog,True
C-001671,PMT-0229,F-23,7.68,residential,analog,False
C-001672,PMT-0171,F-18,7.38,residential,analog,False
C-001673,PMT-0081,F-09,1.78,residential,electronic,False
C-001674,PMT-0228,F-23,3.58,residential,electronic,False
C-001675,PMT-0216,F-22,4.62,residential,electronic,False
C-001676,PMT-0296,F-30,7.44,residential,analog,False
C-001677,PMT-0045,F-05,6.72,residential,analog,False
C-001678,PMT-0126,F-13,12.73,commercial,electronic,True
C-001679,PMT-0278,F-28,7.2,residential,analog,False
C-001680,PMT-0155,F-16,3.65,residential,electronic,False
C-001681,PMT-0283,F-29,2.9,residential,electronic,False
C-001682,PMT-0004,F-01,17.2,commercial,analog,False
C-001683,PMT-0011,F-02,3.49,residential,electronic,False
C-001684,PMT-0239,F-24,17.45,commercial,analog,False
C-001685,PMT-0108,F-11,3.87,residential,analog,False
C-001686,PMT-0157,F-16,6.57,residential,analog,False
C-001687,PMT-0129,F-13,24.09,commercial,analog,False
C-001688,PMT-0123,F-13,10.41,commercial,electronic,False
C-001689,PMT-0282,F-29,4.57,residential,analog,False
C-001690,PMT-0029,F-03,6.07,residential,electronic,False
C-001691,PMT-0232,F-24,2.11,residential,analog,False
C-001692,PMT-0267,F-27,6.57,residential,analog,False
C-001693,PMT-0198,F-20,16.66,commercial,analog,False
C-001694,PMT-0119,F-12,7.99,commercial,electronic,False
C-001695,PMT-0049,F-05,7.08,residential,electronic,False
C-001696,PMT-0205,F-21,3.99,residential,electronic,False
C-001697,PMT-0141,F-15,2.24,residential,analog,False
C-001698,PMT-0045,F-05,2.37,residential,analog,False
C-001699,PMT-0108,F-11,6.5,residential,analog,False
C-001700,PMT-0289,F-29,7.55,residential,electronic,False
C-001701,PMT-0080,F-08,3.65,residential,analog,False
C-001702,PMT-0054,F-06,1.55,residential,analog,False
C-001703,PMT-0205,F-21,28.07,industrial,electronic,False
C-001704,PMT-0060,F-06,5.58,residential,analog,False
C-001705,PMT-0276,F-28,3.6,residential,electronic,False
C-001706,PMT-0258,F-26,3.98,residential,electronic,False
C-001707,PMT-0296,F-30,3.36,residential,analog,True
C-001708,PMT-0274,F-28,4.26,residential,analog,False
C-001709,PMT-0074,F-08,5.5,residential,electronic,True
C-001710,PMT-0064,F-07,4.79,residential,electronic,False
C-001711,PMT-0103,F-11,2.15,residential,analog,False
C-001712,PMT-0141,F-15,14.83,commercial,electronic,False
C-001713,PMT-0264,F-27,4.22,residential,analog,True
C-001714,PMT-0221,F-23,4.82,residential,electronic,False
C-001715,PMT-0194,F-20,1.77,residential,analog,False
C-001716,PMT-0264,F-27,8.07,commercial,analog,False
C-001717,PMT-0194,F-20,4.71,residential,electronic,False
C-001718,PMT-0114,F-12,10.51,commercial,analog,False
C-001719,PMT-0124,F-13,5.4,residential,electronic,False
C-001720,PMT-0156,F-16,3.61,residential,electronic,False
C-001721,PMT-0027,F-03,2.55,residential,electronic,False
C-001722,PMT-0223,F-23,5.59,residential,analog,False
C-001723,PMT-0196,F-20,3.76,residential,analog,False
C-001724,PMT-0220,F-22,2.1,residential,analog,False
C-001725,PMT-0161,F-17,6.66,residential,analog,False
C-001726,PMT-0235,F-24,4.02,residential,analog,False
C-001727,PMT-0285,F-29,7.41,residential,analog,False
C-001728,PMT-0171,F-18,2.35,residential,analog,False
C-001729,PMT-0134,F-14,7.13,residential,electronic,False
C-001730,PMT-0032,F-04,6.71,residential,analog,False
C-001731,PMT-0234,F-24,7.08,commercial,analog,False
C-001732,PMT-0272,F-28,4.72,residential,electronic,False
C-001733,PMT-0210,F-21,18.07,commercial,analog,False
C-001734,PMT-0260,F-26,4.47,residential,electronic,False
C-001735,PMT-0259,F-26,3.73,residential,electronic,False
C-001736,PMT-0240,F-24,95.51,industrial,electronic,False
C-001737,PMT-0151,F-16,5.91,residential,electronic,False
C-001738,PMT-0030,F-03,7.76,residential,electronic,False
C-001739,PMT-0001,F-01,6.92,residential,electronic,False
C-001740,PMT-0062,F-07,6.72,residential,analog,False
C-001741,PMT-0130,F-13,6.08,residential,analog,True
C-001742,PMT-0224,F-23,5.52,residential,electronic,False
C-001743,PMT-0137,F-14,7.21,residential,analog,False
C-001744,PMT-0007,F-01,5.29,residential,analog,False
C-001745,PMT-0064,F-07,1.53,residential,electronic,False
C-001746,PMT-0294,F-30,5.08,residential,analog,False
C-001747,PMT-0297,F-30,1.72,residential,analog,False
C-001748,PMT-0114,F-12,7.65,residential,electronic,False
C-001749,PMT-0242,F-25,5.53,residential,analog,False
C-001750,PMT-0216,F-22,4.89,residential,analog,False
C-001751,PMT-0280,F-28,2.38,residential,electronic,False
C-001752,PMT-0267,F-27,4.61,residential,electronic,False
C-001753,PMT-0189,F-19,3.4,residential,analog,False
C-001754,PMT-0119,F-12,18.51,commercial,analog,False
C-001755,PMT-0188,F-19,5.23,residential,analog,False
C-001756,PMT-0096,F-10,4.5,residential,electronic,False
C-001757,PMT-0105,F-11,2.77,residential,analog,True
C-001758,PMT-0183,F-19,15.51,commercial,electronic,True
C-001759,PMT-0172,F-18,4.23,residential,electronic,False
C-001760,PMT-0175,F-18,6.96,residential,analog,False
C-001761,PMT-0116,F-12,7.26,residential,analog,False
C-001762,PMT-0123,F-13,6.31,residential,electronic,False
C-001763,PMT-0004,F-01,11.39,commercial,electronic,False
C-001764,PMT-0181,F-19,1.27,residential,analog,False
C-001765,PMT-0173,F-18,7.48,residential,analog,True
C-001766,PMT-0281,F-29,7.94,residential,electronic,False
C-001767,PMT-0152,F-16,7.54,commercial,electronic,False
C-001768,PMT-0141,F-15,5.8,residential,analog,False
C-001769,PMT-0021,F-03,13.5,commercial,analog,False
C-001770,PMT-0060,F-06,2.04,residential,electronic,False
C-001771,PMT-0102,F-11,7.99,residential,analog,False
C-001772,PMT-0114,F-12,7.53,residential,analog,False
C-001773,PMT-0109,F-11,7.88,residential,analog,False
C-001774,PMT-0119,F-12,31.51,industrial,analog,False
C-001775,PMT-0231,F-24,4.44,residential,analog,False
C-001776,PMT-0040,F-04,7.27,residential,analog,False
C-001777,PMT-0100,F-10,5.73,residential,analog,False
C-001778,PMT-0049,F-05,4.04,residential,analog,False
C-001779,PMT-0093,F-10,4.62,residential,analog,False
C-001780,PMT-0206,F-21,1.27,residential,analog,False
C-001781,PMT-0015,F-02,5.28,residential,analog,False
C-001782,PMT-0102,F-11,7.02,residential,analog,False
C-001783,PMT-0008,F-01,1.02,residential,analog,False
C-001784,PMT-0287,F-29,2.12,residential,electronic,False
C-001785,PMT-0219,F-22,4.63,residential,analog,False
C-001786,PMT-0074,F-08,4.93,residential,electronic,True
C-001787,PMT-0060,F-06,3.4,residential,analog,False
C-001788,PMT-0030,F-03,1.2,residential,analog,False
C-001789,PMT-0142,F-15,6.21,residential,analog,False
C-001790,PMT-0227,F-23,9.86,commercial,analog,False
C-001791,PMT-0176,F-18,5.51,residential,analog,False
C-001792,PMT-0265,F-27,4.91,residential,electronic,False
C-001793,PMT-0104,F-11,4.02,residential,analog,False
C-001794,PMT-0084,F-09,5.13,residential,analog,False
C-001795,PMT-0144,F-15,5.87,residential,analog,False
C-001796,PMT-0061,F-07,5.01,residential,electronic,False
C-001797,PMT-0293,F-30,4.9,residential,analog,False
C-001798,PMT-0056,F-06,4.05,residential,analog,False
C-001799,PMT-0144,F-15,4.01,residential,analog,False
C-001800,PMT-0157,F-16,4.44,residential,electronic,False
C-001801,PMT-0018,F-02,4.16,residential,electronic,False
C-001802,PMT-0141,F-15,4.07,residential,analog,False
C-001803,PMT-0137,F-14,2.47,residential,analog,False
C-001804,PMT-0078,F-08,6.07,residential,electronic,False
C-001805,PMT-0039,F-04,7.66,commercial,analog,False
C-001806,PMT-0014,F-02,7.36,residential,analog,True
C-001807,PMT-0003,F-01,5.37,residential,analog,False
C-001808,PMT-0145,F-15,23.91,industrial,analog,False
C-001809,PMT-0027,F-03,5.61,residential,analog,True
C-001810,PMT-0288,F-29,3.53,residential,electronic,False
C-001811,PMT-0074,F-08,7.51,residential,electronic,False
C-001812,PMT-0196,F-20,7.55,residential,analog,False
C-001813,PMT-0203,F-21,6.92,residential,analog,False
C-001814,PMT-0149,F-15,4.97,residential,analog,False
C-001815,PMT-0266,F-27,7.43,residential,electronic,False
C-001816,PMT-0034,F-04,5.55,residential,analog,False
C-001817,PMT-0071,F-08,7.13,residential,analog,False
C-001818,PMT-0076,F-08,2.12,residential,analog,False
C-001819,PMT-0041,F-05,7.33,residential,analog,False
C-001820,PMT-0089,F-09,72.93,industrial,analog,False
C-001821,PMT-0094,F-10,3.12,residential,analog,False
C-001822,PMT-0230,F-23,24.96,commercial,electronic,False
C-001823,PMT-0091,F-10,5.81,residential,analog,False
C-001824,PMT-0264,F-27,7.36,residential,electronic,True
C-001825,PMT-0232,F-24,1.04,residential,analog,False
C-001826,PMT-0271,F-28,4.87,residential,analog,False
C-001827,PMT-0032,F-04,5.99,residential,electronic,False
C-001828,PMT-0296,F-30,5.27,commercial,electronic,True
C-001829,PMT-0185,F-19,6.34,residential,analog,False
C-001830,PMT-0295,F-30,5.56,residential,electronic,False
C-001831,PMT-0107,F-11,2.92,residential,analog,False
C-001832,PMT-0286,F-29,5.82,residential,electronic,False
C-001833,PMT-0177,F-18,1.92,residential,analog,False
C-001834,PMT-0022,F-03,85.92,industrial,analog,False
C-001835,PMT-0124,F-13,7.06,residential,analog,True
C-001836,PMT-0042,F-05,4.4,residential,analog,False
C-001837,PMT-0283,F-29,4.55,residential,analog,False
