consumer_id,month,billed_units_kwh,arrears_pkr,reader_id,is_theft_ground_truth,theft_type
C-002546,2022-05-01,333.06,54.93,R-209,False,none
C-002547,2022-05-01,3931.96,579.47,R-065,False,none
C-002548,2022-05-01,49.86,372.97,R-072,False,none
C-002549,2022-05-01,8.51,836.95,R-036,False,none
C-002550,2022-05-01,242.62,570.29,R-084,False,none
C-002551,2022-05-01,393.4,186.45,R-215,False,none
C-002552,2022-05-01,277.94,277.56,R-132,False,none
C-002553,2022-05-01,461.45,1502.16,R-147,False,none
C-002554,2022-05-01,5792.84,3007.42,R-132,False,none
C-002555,2022-05-01,872.1,1145.94,R-074,False,none
C-002556,2022-05-01,11.96,643.36,R-174,False,none
C-002557,2022-05-01,92.38,521.2,R-076,False,none
C-002558,2022-05-01,239.03,2145.77,R-175,False,none
C-002559,2022-05-01,536.6,1818.16,R-217,False,none
C-002560,2022-05-01,97.1,793.89,R-003,False,none
C-002561,2022-05-01,45.38,1939.83,R-037,False,none
C-002562,2022-05-01,220.95,649.51,R-169,False,none
C-002563,2022-05-01,431.61,1974.63,R-027,False,none
C-002564,2022-05-01,9.54,84.7,R-158,False,none
C-002565,2022-05-01,215.93,1514.14,R-055,False,none
C-002566,2022-05-01,246.48,2928.01,R-129,False,none
C-002567,2022-05-01,15.88,1640.09,R-144,False,none
C-002568,2022-05-01,132.59,60.85,R-070,False,none
C-002569,2022-05-01,771.65,303.07,R-189,False,none
C-002570,2022-05-01,964.73,148.7,R-200,False,none
C-002571,2022-05-01,463.48,246.95,R-049,False,none
C-002572,2022-05-01,281.33,233.8,R-163,False,none
C-002573,2022-05-01,28.13,803.46,R-149,False,none
C-002574,2022-05-01,464.17,526.08,R-057,False,none
C-002575,2022-05-01,330.84,122.1,R-180,False,none
C-002576,2022-05-01,206.71,1764.8,R-068,False,none
C-002577,2022-05-01,195.36,2841.43,R-057,False,none
C-002578,2022-05-01,1947.88,1663.05,R-157,False,none
C-002579,2022-05-01,50.09,676.03,R-027,False,none
C-002580,2022-05-01,55.8,1411.65,R-202,False,none
C-002581,2022-05-01,140.86,797.66,R-085,False,none
C-002582,2022-05-01,448.57,2546.29,R-108,False,none
C-002583,2022-05-01,45.05,99.2,R-150,False,none
C-002584,2022-05-01,524.1,837.92,R-194,False,none
C-002585,2022-05-01,325.76,57.47,R-170,False,none
C-002586,2022-05-01,291.48,61.65,R-085,False,none
C-002587,2022-05-01,129.31,133.09,R-165,False,none
C-002588,2022-05-01,440.09,690.45,R-087,True,kunda
C-002589,2022-05-01,337.66,136.45,R-114,False,none
C-002590,2022-05-01,370.62,823.67,R-151,False,none
C-002591,2022-05-01,104.03,29.69,R-122,False,none
C-002592,2022-05-01,1472.32,503.51,R-012,False,none
C-002593,2022-05-01,16.32,3881.03,R-010,False,none
C-002594,2022-05-01,318.32,829.12,R-031,True,gradual_slowdown
C-002595,2022-05-01,230.1,2986.18,R-019,False,none
C-002596,2022-05-01,1309.37,238.6,R-161,True,intermittent_hookup
C-002597,2022-05-01,681.64,1126.5,R-043,False,none
C-002598,2022-05-01,10.08,775.77,R-054,False,none
C-002599,2022-05-01,1261.74,2558.86,R-070,False,none
C-002600,2022-05-01,4532.59,6652.06,R-039,True,kunda
C-002601,2022-05-01,630.49,785.71,R-191,False,none
C-002602,2022-05-01,111.18,1799.69,R-020,False,none
C-002603,2022-05-01,635.19,1105.07,R-043,True,gradual_slowdown
C-002604,2022-05-01,178.92,1250.45,R-050,False,none
C-002605,2022-05-01,96.03,296.22,R-019,False,none
C-002606,2022-05-01,511.97,482.26,R-056,True,kunda
C-002607,2022-05-01,665.99,835.15,R-041,True,peak_hour_shaver
C-002608,2022-05-01,40.08,990.74,R-076,False,none
C-002609,2022-05-01,23.88,408.03,R-034,False,none
C-002610,2022-05-01,406.1,693.97,R-207,False,none
C-002611,2022-05-01,1239.99,517.48,R-173,False,none
C-002612,2022-05-01,880.06,1179.82,R-142,False,none
C-002613,2022-05-01,174.64,246.43,R-131,False,none
C-002614,2022-05-01,588.78,1169.57,R-153,False,none
C-002615,2022-05-01,107.23,273.99,R-208,False,none
C-002616,2022-05-01,439.94,249.64,R-030,False,none
C-002617,2022-05-01,216.49,522.74,R-117,False,none
C-002618,2022-05-01,1097.57,2377.84,R-043,False,none
C-002619,2022-05-01,726.85,30.61,R-100,False,none
C-002620,2022-05-01,1703.9,1000.52,R-198,False,none
C-002621,2022-05-01,1215.61,1121.24,R-139,False,none
C-002622,2022-05-01,13.97,3377.89,R-140,False,none
C-002623,2022-05-01,508.88,359.89,R-022,False,none
C-002624,2022-05-01,1993.77,687.47,R-179,False,none
C-002625,2022-05-01,1025.05,370.64,R-158,False,none
C-002626,2022-05-01,680.75,934.16,R-079,False,none
C-002627,2022-05-01,50.28,2910.02,R-074,False,none
C-002628,2022-05-01,59.62,476.96,R-127,False,none
C-002629,2022-05-01,10.16,473.3,R-167,False,none
C-002630,2022-05-01,152.48,657.98,R-111,False,none
C-002631,2022-05-01,6.95,688.34,R-189,False,none
C-002632,2022-05-01,479.06,105.19,R-046,False,none
C-002633,2022-05-01,1516.43,1310.69,R-152,False,none
C-002634,2022-05-01,399.27,3933.49,R-182,True,fixed_shunt
C-002635,2022-05-01,145.29,451.21,R-156,False,none
C-002636,2022-05-01,160.63,1135.0,R-074,False,none
C-002637,2022-05-01,61.79,346.31,R-103,False,none
C-002638,2022-05-01,400.18,1061.27,R-103,False,none
C-002639,2022-05-01,1085.1,2564.4,R-068,False,none
C-002640,2022-05-01,544.1,1644.0,R-030,False,none
C-002641,2022-05-01,469.97,4217.0,R-042,False,none
C-002642,2022-05-01,87.12,3481.5,R-141,False,none
C-002643,2022-05-01,145.28,900.28,R-050,False,none
C-002644,2022-05-01,1249.4,599.16,R-175,False,none
C-002645,2022-05-01,11.23,432.8,R-175,False,none
C-002646,2022-05-01,1816.42,50.49,R-COL-05,True,collusion
C-002647,2022-05-01,133.0,2579.55,R-081,False,none
C-002648,2022-05-01,207.53,704.64,R-216,False,none
C-002649,2022-05-01,271.18,4561.38,R-003,False,none
C-002650,2022-05-01,1389.48,2026.88,R-057,False,none
C-002651,2022-05-01,1894.12,636.88,R-152,True,peak_hour_shaver
C-002652,2022-05-01,1070.32,488.33,R-193,False,none
C-002653,2022-05-01,299.4,447.03,R-101,False,none
C-002654,2022-05-01,45.53,393.02,R-159,False,none
C-002655,2022-05-01,42.0,336.34,R-048,False,none
C-002656,2022-05-01,1153.98,1856.53,R-204,False,none
C-002657,2022-05-01,235.23,3681.16,R-129,False,none
C-002658,2022-05-01,712.05,1468.42,R-163,False,none
C-002659,2022-05-01,666.74,1095.26,R-039,False,none
C-002660,2022-05-01,134.57,1211.06,R-109,False,none
C-002661,2022-05-01,2433.56,310.68,R-161,False,none
C-002662,2022-05-01,152.01,13.9,R-091,False,none
C-002663,2022-05-01,106.69,833.56,R-212,False,none
C-002664,2022-05-01,425.55,1301.55,R-183,False,none
C-002665,2022-05-01,124.21,1211.76,R-029,False,none
C-002666,2022-05-01,9.68,1633.68,R-185,False,none
C-002667,2022-05-01,700.83,740.31,R-085,False,none
C-002668,2022-05-01,717.05,2982.4,R-130,False,none
C-002669,2022-05-01,61.09,255.79,R-090,False,none
C-002670,2022-05-01,61.56,2181.24,R-155,False,none
C-002671,2022-05-01,278.6,780.22,R-095,False,none
C-002672,2022-05-01,467.74,658.02,R-102,False,none
C-002673,2022-05-01,172.46,683.61,R-129,False,none
C-002674,2022-05-01,444.89,3372.2,R-049,False,none
C-002675,2022-05-01,139.66,4413.1,R-094,False,none
C-002676,2022-05-01,186.32,1036.03,R-011,False,none
C-002677,2022-05-01,31.95,2445.34,R-013,False,none
C-002678,2022-05-01,1183.88,1294.99,R-144,False,none
C-002679,2022-05-01,140.35,2515.65,R-062,False,none
C-002680,2022-05-01,527.17,172.52,R-148,False,none
C-002681,2022-05-01,1167.6,2138.71,R-168,True,nighttime_ac
C-002682,2022-05-01,975.22,27.77,R-147,False,none
C-002683,2022-05-01,8.92,650.87,R-093,False,none
C-002684,2022-05-01,182.07,1393.02,R-124,True,fixed_shunt
C-002685,2022-05-01,139.16,1198.81,R-173,True,intermittent_hookup
C-002686,2022-05-01,428.42,2945.57,R-076,False,none
C-002687,2022-05-01,626.25,1745.3,R-092,False,none
C-002688,2022-05-01,335.73,1516.22,R-054,False,none
C-002689,2022-05-01,218.01,3403.64,R-045,False,none
C-002690,2022-05-01,538.2,958.24,R-015,False,none
C-002691,2022-05-01,116.37,56.44,R-016,False,none
C-002692,2022-05-01,426.84,258.27,R-033,False,none
C-002693,2022-05-01,1688.21,5203.38,R-170,False,none
C-002694,2022-05-01,4481.44,1263.17,R-139,False,none
C-002695,2022-05-01,1261.73,1028.73,R-020,False,none
C-002696,2022-05-01,755.81,987.12,R-169,False,none
C-002697,2022-05-01,948.99,197.42,R-166,False,none
C-002698,2022-05-01,934.38,1370.57,R-200,False,none
C-002699,2022-05-01,648.7,943.36,R-214,False,none
C-002700,2022-05-01,983.48,54.1,R-019,True,nighttime_ac
C-002701,2022-05-01,555.86,504.8,R-116,False,none
C-002702,2022-05-01,324.15,1801.32,R-180,False,none
C-002703,2022-05-01,492.59,1874.19,R-053,True,gradual_slowdown
C-002704,2022-05-01,1537.96,190.9,R-132,True,intermittent_hookup
C-002705,2022-05-01,219.64,1211.55,R-020,False,none
C-002706,2022-05-01,530.55,208.61,R-067,False,none
C-002707,2022-05-01,840.58,515.35,R-216,False,none
C-002708,2022-05-01,121.72,2592.14,R-160,False,none
C-002709,2022-05-01,288.99,987.9,R-COL-04,True,collusion
C-002710,2022-05-01,208.8,305.63,R-218,False,none
C-002711,2022-05-01,9938.69,1443.86,R-045,False,none
C-002712,2022-05-01,363.48,1449.55,R-084,False,none
C-002713,2022-05-01,377.36,324.99,R-098,False,none
C-002714,2022-05-01,306.64,2802.75,R-139,False,none
C-002715,2022-05-01,450.61,962.61,R-058,False,none
C-002716,2022-05-01,7.59,432.06,R-058,False,none
C-002717,2022-05-01,440.19,855.5,R-148,False,none
C-002718,2022-05-01,6229.69,2483.62,R-046,True,kunda
C-002719,2022-05-01,270.8,794.5,R-032,False,none
C-002720,2022-05-01,239.48,73.38,R-033,False,none
C-002721,2022-05-01,119.3,1878.32,R-073,False,none
C-002722,2022-05-01,12.43,354.0,R-008,False,none
C-002723,2022-05-01,173.27,4144.12,R-008,False,none
C-002724,2022-05-01,176.56,266.1,R-160,False,none
C-002725,2022-05-01,209.66,430.82,R-120,False,none
C-002726,2022-05-01,33.2,261.08,R-033,False,none
C-002727,2022-05-01,9.53,518.49,R-057,False,none
C-002728,2022-05-01,345.22,1766.71,R-149,False,none
C-002729,2022-05-01,334.54,443.3,R-177,False,none
C-002730,2022-05-01,1184.46,2631.48,R-192,False,none
C-002731,2022-05-01,334.27,2659.94,R-048,True,peak_hour_shaver
C-002732,2022-05-01,184.48,1220.9,R-187,False,none
C-002733,2022-05-01,307.04,4446.15,R-094,False,none
C-002734,2022-05-01,483.62,344.35,R-066,False,none
C-002735,2022-05-01,584.73,148.9,R-127,True,slab_defender
C-002736,2022-05-01,784.45,1519.03,R-028,False,none
C-002737,2022-05-01,42.37,2872.26,R-102,False,none
C-002738,2022-05-01,832.94,505.59,R-098,False,none
C-002739,2022-05-01,281.82,1807.43,R-132,False,none
C-002740,2022-05-01,7.83,138.86,R-040,False,none
C-002741,2022-05-01,801.49,863.06,R-014,False,none
C-002742,2022-05-01,33.46,1663.65,R-083,False,none
C-002743,2022-05-01,92.9,464.41,R-217,False,none
C-002744,2022-05-01,420.52,3428.01,R-126,False,none
C-002745,2022-05-01,660.45,1480.29,R-121,False,none
C-002746,2022-05-01,130.79,955.83,R-142,False,none
C-002747,2022-05-01,279.29,451.51,R-112,False,none
C-002748,2022-05-01,243.04,858.49,R-049,False,none
C-002749,2022-05-01,208.34,1849.0,R-217,True,fixed_shunt
C-002750,2022-05-01,250.49,1459.45,R-051,False,none
C-002751,2022-05-01,61.32,567.86,R-141,False,none
C-002752,2022-05-01,93.59,507.18,R-191,False,none
C-002753,2022-05-01,2079.35,5895.46,R-145,True,fixed_shunt
C-002754,2022-05-01,194.61,2482.47,R-208,False,none
C-002755,2022-05-01,2443.09,5841.51,R-040,False,none
C-002756,2022-05-01,939.81,1927.33,R-142,False,none
C-002757,2022-05-01,374.06,1270.99,R-021,False,none
C-002758,2022-05-01,244.84,1917.2,R-123,False,none
C-002759,2022-05-01,291.31,6718.63,R-041,False,none
C-002760,2022-05-01,9.29,665.66,R-145,False,none
C-002761,2022-05-01,296.4,806.73,R-072,False,none
C-002762,2022-05-01,1875.94,6301.18,R-029,False,none
C-002763,2022-05-01,384.49,631.19,R-191,False,none
C-002764,2022-05-01,366.52,441.38,R-198,False,none
C-002765,2022-05-01,38.06,831.89,R-038,False,none
C-002766,2022-05-01,662.88,3509.47,R-046,False,none
C-002767,2022-05-01,177.24,1410.8,R-009,False,none
C-002768,2022-05-01,52.53,712.27,R-148,False,none
C-002769,2022-05-01,1422.81,312.98,R-197,False,none
C-002770,2022-05-01,2651.98,204.7,R-049,False,none
C-002771,2022-05-01,294.82,920.78,R-100,True,kunda
C-002772,2022-05-01,7.07,1202.17,R-156,False,none
C-002773,2022-05-01,548.67,500.31,R-098,False,none
C-002774,2022-05-01,88.58,616.46,R-166,False,none
C-002775,2022-05-01,7.47,2141.9,R-166,False,none
C-002776,2022-05-01,141.66,467.62,R-164,False,none
C-002777,2022-05-01,349.95,934.4,R-158,False,none
C-002778,2022-05-01,92.03,365.83,R-095,False,none
C-002779,2022-05-01,312.83,473.25,R-087,False,none
C-002780,2022-05-01,281.09,643.19,R-134,False,none
C-002781,2022-05-01,72.96,2019.93,R-024,False,none
C-002782,2022-05-01,225.69,825.82,R-132,False,none
C-002783,2022-05-01,298.93,3339.44,R-008,False,none
C-002784,2022-05-01,67.06,1758.63,R-159,False,none
C-002785,2022-05-01,4.86,1899.13,R-134,False,none
C-002786,2022-05-01,118.12,787.92,R-110,False,none
C-002787,2022-05-01,275.71,288.28,R-067,False,none
C-002788,2022-05-01,547.36,35.87,R-112,False,none
C-002789,2022-05-01,1959.72,174.19,R-140,False,none
C-002790,2022-05-01,46.44,404.22,R-151,False,none
C-002791,2022-05-01,1154.48,153.67,R-204,False,none
C-002792,2022-05-01,14.81,2051.92,R-038,False,none
C-002793,2022-05-01,248.13,82.97,R-010,False,none
C-002794,2022-05-01,7.55,3726.68,R-144,False,none
C-002795,2022-05-01,401.0,1750.1,R-036,False,none
C-002796,2022-05-01,610.06,4911.65,R-033,False,none
C-002797,2022-05-01,885.35,2364.82,R-061,False,none
C-002798,2022-05-01,149.94,425.81,R-160,False,none
C-002799,2022-05-01,581.81,60.52,R-014,False,none
C-002800,2022-05-01,672.04,396.74,R-086,False,none
C-002801,2022-05-01,4276.83,162.16,R-024,False,none
C-002802,2022-05-01,642.64,564.21,R-185,False,none
C-002803,2022-05-01,152.13,3315.76,R-168,False,none
C-002804,2022-05-01,307.44,95.5,R-020,False,none
C-002805,2022-05-01,1327.98,659.27,R-061,False,none
C-002806,2022-05-01,168.72,1233.81,R-102,False,none
C-002807,2022-05-01,496.98,2519.69,R-101,True,intermittent_hookup
C-002808,2022-05-01,12.88,5184.44,R-037,False,none
C-002809,2022-05-01,120.76,187.93,R-103,False,none
C-002810,2022-05-01,38.4,4802.76,R-192,False,none
C-002811,2022-05-01,1160.16,4019.72,R-049,False,none
C-002812,2022-05-01,1597.64,3343.3,R-028,False,none
C-002813,2022-05-01,72.08,664.55,R-085,True,nighttime_ac
C-002814,2022-05-01,242.41,722.18,R-107,False,none
C-002815,2022-05-01,154.49,702.55,R-063,False,none
C-002816,2022-05-01,143.99,114.42,R-024,False,none
C-002817,2022-05-01,578.2,263.17,R-019,False,none
C-002818,2022-05-01,1115.72,889.04,R-176,False,none
C-002819,2022-05-01,17.5,1911.76,R-029,False,none
C-002820,2022-05-01,930.06,418.54,R-063,False,none
C-002821,2022-05-01,44.48,3837.81,R-168,False,none
C-002822,2022-05-01,507.68,556.79,R-131,False,none
C-002823,2022-05-01,122.44,909.62,R-006,False,none
C-002824,2022-05-01,4560.3,2182.89,R-038,False,none
C-002825,2022-05-01,5374.08,112.19,R-104,False,none
C-002826,2022-05-01,164.05,670.05,R-078,False,none
C-002827,2022-05-01,644.27,75.87,R-218,False,none
C-002828,2022-05-01,47.74,1930.95,R-026,False,none
C-002829,2022-05-01,1398.64,1210.95,R-006,True,slab_defender
C-002830,2022-05-01,77.15,174.23,R-122,False,none
C-002831,2022-05-01,299.78,26.65,R-211,True,intermittent_hookup
C-002832,2022-05-01,436.41,1947.86,R-001,False,none
C-002833,2022-05-01,108.16,1481.59,R-183,False,none
C-002834,2022-05-01,41.28,1046.21,R-219,False,none
C-002835,2022-05-01,9.5,1708.2,R-092,False,none
C-002836,2022-05-01,92.87,2027.0,R-092,False,none
C-002837,2022-05-01,458.31,1103.83,R-COL-03,True,collusion
C-002838,2022-05-01,230.36,29.6,R-139,False,none
C-002839,2022-05-01,542.22,683.92,R-121,False,none
C-002840,2022-05-01,970.58,776.0,R-064,False,none
C-002841,2022-05-01,516.99,3173.24,R-205,False,none
C-002842,2022-05-01,423.47,1271.35,R-056,True,slab_defender
C-002843,2022-05-01,395.22,2070.05,R-087,True,kunda
C-002844,2022-05-01,103.54,1124.33,R-187,False,none
C-002845,2022-05-01,34.7,2149.37,R-113,False,none
C-002846,2022-05-01,565.57,405.6,R-167,False,none
C-002847,2022-05-01,458.07,1577.11,R-219,False,none
C-002848,2022-05-01,409.8,4577.23,R-142,False,none
C-002849,2022-05-01,72.68,887.06,R-036,False,none
C-002850,2022-05-01,634.87,261.3,R-166,False,none
C-002851,2022-05-01,465.41,380.45,R-132,False,none
C-002852,2022-05-01,330.16,3703.51,R-039,False,none
C-002853,2022-05-01,378.76,135.56,R-025,False,none
C-002854,2022-05-01,13.15,3074.69,R-206,False,none
C-002855,2022-05-01,347.66,2510.38,R-024,False,none
C-002856,2022-05-01,981.74,3677.96,R-101,True,slab_defender
C-002857,2022-05-01,64.37,136.74,R-217,False,none
C-002858,2022-05-01,165.22,1042.75,R-192,False,none
C-002859,2022-05-01,559.57,1215.03,R-185,False,none
C-002860,2022-05-01,633.43,1701.42,R-162,False,none
C-002861,2022-05-01,373.94,2851.06,R-105,False,none
C-002862,2022-05-01,503.4,2820.99,R-063,False,none
C-002863,2022-05-01,210.03,294.0,R-198,False,none
C-002864,2022-05-01,136.71,2821.09,R-126,True,gradual_slowdown
C-002865,2022-05-01,236.8,452.44,R-088,False,none
C-002866,2022-05-01,557.34,774.25,R-213,False,none
C-002867,2022-05-01,42.52,3447.43,R-082,False,none
C-002868,2022-05-01,387.64,1843.88,R-009,False,none
C-002869,2022-05-01,568.75,813.46,R-133,False,none
C-002870,2022-05-01,180.1,2281.93,R-094,False,none
C-002871,2022-05-01,440.27,744.52,R-137,False,none
C-002872,2022-05-01,83.51,1463.96,R-137,False,none
C-002873,2022-05-01,78.35,1589.74,R-139,False,none
C-002874,2022-05-01,324.26,4756.92,R-075,False,none
C-002875,2022-05-01,517.99,1258.98,R-056,False,none
C-002876,2022-05-01,347.4,471.89,R-070,False,none
C-002877,2022-05-01,707.07,1652.44,R-213,False,none
C-002878,2022-05-01,194.03,885.33,R-165,False,none
C-002879,2022-05-01,724.59,976.45,R-087,False,none
C-002880,2022-05-01,153.86,3777.11,R-202,False,none
C-002881,2022-05-01,97.04,1566.38,R-169,False,none
C-002882,2022-05-01,709.28,896.02,R-119,False,none
C-002883,2022-05-01,214.16,160.01,R-177,False,none
C-002884,2022-05-01,481.77,457.59,R-209,False,none
C-002885,2022-05-01,439.25,904.3,R-125,False,none
C-002886,2022-05-01,1163.85,3056.62,R-023,False,none
C-002887,2022-05-01,514.14,311.83,R-095,False,none
C-002888,2022-05-01,833.19,912.78,R-051,False,none
C-002889,2022-05-01,675.62,1646.52,R-154,False,none
C-002890,2022-05-01,492.71,1434.14,R-020,False,none
C-002891,2022-05-01,585.59,666.05,R-103,False,none
C-002892,2022-05-01,7792.96,48.76,R-096,False,none
C-002893,2022-05-01,6.86,1879.35,R-085,False,none
C-002894,2022-05-01,139.7,333.7,R-138,False,none
C-002895,2022-05-01,6794.78,1305.56,R-121,True,gradual_slowdown
C-002896,2022-05-01,380.63,962.01,R-045,False,none
C-002897,2022-05-01,1927.52,97.67,R-177,False,none
C-002898,2022-05-01,313.14,157.4,R-099,True,fixed_shunt
C-002899,2022-05-01,373.06,822.08,R-035,False,none
C-002900,2022-05-01,169.37,2628.38,R-151,False,none
C-002901,2022-05-01,18.75,1707.47,R-087,False,none
C-002902,2022-05-01,234.35,320.01,R-141,False,none
C-002903,2022-05-01,765.52,1250.59,R-167,False,none
C-002904,2022-05-01,5964.29,678.38,R-139,False,none
C-002905,2022-05-01,137.39,218.92,R-208,False,none
C-002906,2022-05-01,167.03,6060.46,R-134,False,none
C-002907,2022-05-01,11986.52,5349.98,R-084,False,none
C-002908,2022-05-01,333.27,2041.64,R-218,False,none
C-002909,2022-05-01,507.95,66.37,R-114,False,none
C-002910,2022-05-01,87.88,2440.39,R-158,False,none
C-002911,2022-05-01,194.2,1732.14,R-073,False,none
C-002912,2022-05-01,5.23,1992.95,R-200,False,none
C-002913,2022-05-01,276.18,1056.44,R-207,False,none
C-002914,2022-05-01,23.0,1746.21,R-210,False,none
C-002915,2022-05-01,98.09,302.69,R-086,True,kunda
C-002916,2022-05-01,1444.92,38.5,R-190,False,none
C-002917,2022-05-01,215.37,3824.06,R-148,False,none
C-002918,2022-05-01,1202.19,1035.85,R-021,False,none
C-002919,2022-05-01,12.08,294.45,R-202,False,none
C-002920,2022-05-01,13.06,1696.11,R-117,False,none
C-002921,2022-05-01,4876.03,3190.24,R-118,False,none
C-002922,2022-05-01,553.65,868.39,R-084,False,none
C-002923,2022-05-01,12.74,1538.58,R-188,False,none
C-002924,2022-05-01,625.83,1585.06,R-022,False,none
C-002925,2022-05-01,573.75,4010.69,R-085,False,none
C-002926,2022-05-01,131.77,3083.76,R-125,False,none
C-002927,2022-05-01,411.95,2035.49,R-044,False,none
C-002928,2022-05-01,126.52,4436.87,R-047,False,none
C-002929,2022-05-01,283.56,2717.54,R-136,False,none
C-002930,2022-05-01,411.51,568.04,R-128,False,none
C-002931,2022-05-01,152.38,1446.44,R-180,False,none
C-002932,2022-05-01,194.18,251.54,R-180,True,slab_defender
C-002933,2022-05-01,348.28,949.93,R-004,False,none
C-002934,2022-05-01,1712.73,1986.38,R-087,False,none
C-002935,2022-05-01,913.72,1268.19,R-187,True,gradual_slowdown
C-002936,2022-05-01,180.19,27.34,R-209,False,none
C-002937,2022-05-01,164.19,39.21,R-021,False,none
C-002938,2022-05-01,251.17,1530.88,R-169,False,none
C-002939,2022-05-01,277.73,1211.7,R-052,False,none
C-002940,2022-05-01,183.37,270.14,R-177,False,none
C-002941,2022-05-01,6870.66,2718.18,R-099,False,none
C-002942,2022-05-01,140.05,178.46,R-025,False,none
C-002943,2022-05-01,1093.78,1597.74,R-045,False,none
C-002944,2022-05-01,986.42,5424.6,R-208,False,none
C-002945,2022-05-01,226.45,1425.88,R-169,True,kunda
C-002946,2022-05-01,224.05,69.41,R-008,False,none
C-002947,2022-05-01,284.24,292.28,R-209,False,none
C-002948,2022-05-01,8.02,105.27,R-186,False,none
C-002949,2022-05-01,2753.25,2117.16,R-120,False,none
C-002950,2022-05-01,1837.66,3208.26,R-007,False,none
C-002951,2022-05-01,503.45,2529.33,R-096,False,none
C-002952,2022-05-01,141.39,639.11,R-036,False,none
C-002953,2022-05-01,168.91,2076.8,R-081,False,none
C-002954,2022-05-01,7.32,297.28,R-070,False,none
C-002955,2022-05-01,10.45,545.54,R-157,False,none
C-002956,2022-05-01,60.84,945.92,R-163,False,none
C-002957,2022-05-01,108.5,200.09,R-038,False,none
C-002958,2022-05-01,284.9,2099.8,R-198,False,none
C-002959,2022-05-01,705.05,3052.79,R-148,False,none
C-002960,2022-05-01,2136.47,1536.63,R-147,False,none
C-002961,2022-05-01,173.07,584.97,R-171,False,none
C-002962,2022-05-01,5830.66,1182.61,R-161,False,none
C-002963,2022-05-01,425.35,1257.19,R-174,False,none
C-002964,2022-05-01,175.86,727.76,R-064,False,none
C-002965,2022-05-01,207.29,164.56,R-152,False,none
C-002966,2022-05-01,359.45,26.65,R-215,False,none
C-002967,2022-05-01,15.11,1147.98,R-166,False,none
C-002968,2022-05-01,9.49,1814.0,R-090,False,none
C-002969,2022-05-01,158.08,2682.49,R-140,False,none
C-002970,2022-05-01,191.39,296.49,R-201,False,none
C-002971,2022-05-01,124.49,2959.24,R-145,False,none
C-002972,2022-05-01,32.12,413.52,R-172,False,none
C-002973,2022-05-01,391.44,1556.47,R-196,False,none
C-002974,2022-05-01,412.07,1515.91,R-081,False,none
C-002975,2022-05-01,61.37,1681.86,R-074,False,none
C-002976,2022-05-01,539.42,2996.64,R-076,False,none
C-002977,2022-05-01,458.23,1348.48,R-082,False,none
C-002978,2022-05-01,615.49,1349.76,R-150,False,none
C-002979,2022-05-01,118.45,132.89,R-107,False,none
C-002980,2022-05-01,1742.12,982.38,R-207,False,none
C-002981,2022-05-01,194.12,296.93,R-152,False,none
C-002982,2022-05-01,182.64,423.07,R-148,False,none
C-002983,2022-05-01,403.68,291.6,R-210,False,none
C-002984,2022-05-01,5.22,2569.85,R-189,False,none
C-002985,2022-05-01,13.51,888.6,R-008,False,none
C-002986,2022-05-01,346.91,373.77,R-213,False,none
C-002987,2022-05-01,142.63,1596.66,R-194,False,none
C-002988,2022-05-01,61.51,2789.29,R-073,False,none
C-002989,2022-05-01,465.44,680.38,R-052,False,none
C-002990,2022-05-01,109.17,917.36,R-119,False,none
C-002991,2022-05-01,434.38,175.49,R-220,False,none
C-002992,2022-05-01,1134.35,59.84,R-135,False,none
C-002993,2022-05-01,493.27,2169.15,R-128,False,none
C-002994,2022-05-01,216.63,1869.82,R-048,False,none
C-002995,2022-05-01,513.98,1582.99,R-198,False,none
C-002996,2022-05-01,593.48,247.85,R-176,False,none
C-002997,2022-05-01,13.71,340.66,R-013,False,none
C-002998,2022-05-01,66.0,5262.22,R-058,False,none
C-002999,2022-05-01,5001.91,38.14,R-194,False,none
C-003000,2022-05-01,201.94,3095.11,R-156,False,none
C-003001,2022-05-01,710.53,2229.83,R-089,False,none
C-003002,2022-05-01,282.74,411.05,R-116,False,none
C-003003,2022-05-01,320.73,1572.12,R-028,False,none
C-003004,2022-05-01,264.04,4117.63,R-185,False,none
C-003005,2022-05-01,329.14,505.12,R-139,False,none
C-003006,2022-05-01,376.48,64.51,R-113,False,none
C-003007,2022-05-01,443.17,737.92,R-135,False,none
C-003008,2022-05-01,238.01,1700.45,R-130,False,none
C-003009,2022-05-01,296.27,88.72,R-096,False,none
C-003010,2022-05-01,72.62,226.88,R-040,False,none
C-003011,2022-05-01,82.86,816.22,R-106,False,none
C-003012,2022-05-01,909.51,63.84,R-178,False,none
C-003013,2022-05-01,351.41,4761.41,R-012,False,none
C-003014,2022-05-01,9.96,897.34,R-089,False,none
C-003015,2022-05-01,222.43,118.49,R-181,False,none
C-003016,2022-05-01,174.27,315.78,R-128,False,none
C-003017,2022-05-01,2499.59,777.91,R-006,False,none
C-003018,2022-05-01,355.65,802.49,R-187,False,none
C-003019,2022-05-01,291.72,2195.53,R-012,False,none
C-003020,2022-05-01,84.75,778.14,R-106,False,none
C-003021,2022-05-01,851.78,1219.41,R-026,False,none
C-003022,2022-05-01,221.71,3915.9,R-061,False,none
C-003023,2022-05-01,50.48,526.88,R-087,False,none
C-003024,2022-05-01,267.8,1343.86,R-059,True,gradual_slowdown
C-003025,2022-05-01,208.52,524.09,R-193,False,none
