feeder_id,month,injected_energy_kwh,feeder_uptime_pct,avg_temp_c
F-16,2024-11-01,114446.14,95.17,6.4
F-16,2024-12-01,107743.62,95.26,4.1
F-17,2022-01-01,103857.73,89.69,5.5
F-17,2022-02-01,123820.62000000001,90.7,11.1
F-17,2022-03-01,149952.8,91.08,18.0
F-17,2022-04-01,175791.46,89.38,25.2
F-17,2022-05-01,193253.81,88.64,29.6
F-17,2022-06-01,202475.49,90.3,32.5
F-17,2022-07-01,195218.28,89.49,30.0
F-17,2022-08-01,175265.99,90.93,25.1
F-17,2022-09-01,148596.91,91.5,18.1
F-17,2022-10-01,122944.49,89.86,11.2
F-17,2022-11-01,104226.11,89.51,6.4
F-17,2022-12-01,95700.85,90.18,4.1
F-17,2023-01-01,102660.47,86.84,5.6
F-17,2023-02-01,122930.78,90.33,11.1
F-17,2023-03-01,149077.63999999998,89.59,17.7
F-17,2023-04-01,174532.22999999998,89.91,25.2
F-17,2023-05-01,192956.46,89.17,30.7
F-17,2023-06-01,198408.87,89.84,31.6
F-17,2023-07-01,193149.75,88.88,29.9
F-17,2023-08-01,175527.13,88.19,24.7
F-17,2023-09-01,146912.78,91.54,18.2
F-17,2023-10-01,122322.68000000001,91.64,11.2
F-17,2023-11-01,103613.65,91.43,6.0
F-17,2023-12-01,95581.22,88.51,4.5
F-17,2024-01-01,103180.66,90.38,6.4
F-17,2024-02-01,122352.54999999999,89.38,11.3
F-17,2024-03-01,147842.34,89.85,17.6
F-17,2024-04-01,173154.46,90.23,24.9
F-17,2024-05-01,197447.21,89.19,29.8
F-17,2024-06-01,201384.05,87.78,32.2
F-17,2024-07-01,195449.44,89.22,29.6
F-17,2024-08-01,174144.86,90.71,24.9
F-17,2024-09-01,148726.81,89.51,17.9
F-17,2024-10-01,122505.44,91.92,10.8
F-17,2024-11-01,103673.1,89.87,6.2
F-17,2024-12-01,96109.39,89.75,4.3
F-18,2022-01-01,98681.7,88.12,6.3
F-18,2022-02-01,118205.18000000001,88.23,9.9
F-18,2022-03-01,143403.8,89.42,18.1
F-18,2022-04-01,169459.21,88.46,24.5
F-18,2022-05-01,189512.11,89.5,30.4
F-18,2022-06-01,194119.68,87.65,32.5
F-18,2022-07-01,188310.42,90.24,29.9
F-18,2022-08-01,170330.73,89.24,26.2
F-18,2022-09-01,144363.11000000002,89.78,18.2
F-18,2022-10-01,120717.38,88.28,11.0
F-18,2022-11-01,100810.4,87.1,5.4
F-18,2022-12-01,92632.2,87.53,4.0
F-18,2023-01-01,101451.13,88.11,6.8
F-18,2023-02-01,120398.38,88.18,10.8
F-18,2023-03-01,146064.76,88.62,17.7
F-18,2023-04-01,170746.14,88.82,24.6
F-18,2023-05-01,187596.96,88.4,30.1
F-18,2023-06-01,196645.11,87.92,31.9
F-18,2023-07-01,188338.00999999998,88.98,30.1
F-18,2023-08-01,167481.71,88.12,24.8
F-18,2023-09-01,146690.25,87.49,18.1
F-18,2023-10-01,118434.9,87.9,10.6
F-18,2023-11-01,99001.73000000001,88.26,5.5
F-18,2023-12-01,94744.92,89.94,4.1
F-18,2024-01-01,101247.04,87.23,6.2
F-18,2024-02-01,119768.94,89.6,11.5
F-18,2024-03-01,145031.46,88.45,18.1
F-18,2024-04-01,170592.81,89.15,25.4
F-18,2024-05-01,189018.37,88.13,30.5
F-18,2024-06-01,196822.08000000002,88.94,31.8
F-18,2024-07-01,187018.46000000002,89.05,29.8
F-18,2024-08-01,170684.66,88.35,25.0
F-18,2024-09-01,145112.14,88.51,18.1
F-18,2024-10-01,118871.18,88.22,10.8
F-18,2024-11-01,100998.03,87.37,5.9
F-18,2024-12-01,94330.95,86.62,3.9
F-19,2022-01-01,119346.68000000001,96.64,5.3
F-19,2022-02-01,142940.69,97.28,11.2
F-19,2022-03-01,171749.91,97.84,17.6
F-19,2022-04-01,204793.22999999998,97.05,25.9
F-19,2022-05-01,226973.18,97.4,29.9
F-19,2022-06-01,233631.99,96.8,31.7
F-19,2022-07-01,224411.02000000002,97.87,29.9
F-19,2022-08-01,201176.74,97.59,24.8
F-19,2022-09-01,174866.3,96.26,18.6
F-19,2022-10-01,144682.97999999998,97.33,11.9
F-19,2022-11-01,119702.83,97.22,5.8
F-19,2022-12-01,113549.5,97.93,4.8
F-19,2023-01-01,120898.59,96.84,5.9
F-19,2023-02-01,144452.66,97.33,10.5
F-19,2023-03-01,175087.31,98.26,17.9
F-19,2023-04-01,202896.55,97.08,25.0
F-19,2023-05-01,228099.4,98.5,30.1
F-19,2023-06-01,235387.05,97.21,32.0
F-19,2023-07-01,226619.08,97.74,30.0
F-19,2023-08-01,207762.48,98.19,25.1
F-19,2023-09-01,174498.82,97.53,17.5
F-19,2023-10-01,142358.33,98.15,10.9
F-19,2023-11-01,121192.11,97.38,5.5
F-19,2023-12-01,112447.85,96.23,4.0
F-19,2024-01-01,124063.14,98.58,5.7
F-19,2024-02-01,143101.2,96.96,11.0
F-19,2024-03-01,170150.53,98.56,18.2
F-19,2024-04-01,204984.74,97.71,25.0
F-19,2024-05-01,224964.14,97.2,30.5
F-19,2024-06-01,233825.75,96.73,32.3
F-19,2024-07-01,224042.75,97.51,30.3
F-19,2024-08-01,205864.24,98.04,25.1
F-19,2024-09-01,171722.38,97.71,17.8
F-19,2024-10-01,143880.02,98.02,11.4
F-19,2024-11-01,120453.11,97.82,5.4
F-19,2024-12-01,113353.04,97.98,4.0
F-20,2022-01-01,99071.61,91.08,5.4
F-20,2022-02-01,119256.79,92.54,11.3
F-20,2022-03-01,144721.69,93.19,17.8
F-20,2022-04-01,167117.0,93.15,24.7
F-20,2022-05-01,185568.93,93.38,30.8
F-20,2022-06-01,195537.27,91.76,31.9
F-20,2022-07-01,187139.16999999998,92.41,30.2
F-20,2022-08-01,167436.69,91.26,25.2
F-20,2022-09-01,145077.32,93.2,17.6
F-20,2022-10-01,119293.75,93.21,11.3
F-20,2022-11-01,101178.72,92.32,6.1
F-20,2022-12-01,93570.75,92.95,3.5
F-20,2023-01-01,99868.3,92.5,6.3
F-20,2023-02-01,118786.20999999999,91.5,11.0
F-20,2023-03-01,143795.88999999998,92.93,18.5
F-20,2023-04-01,169668.34,91.55,25.1
F-20,2023-05-01,186733.36000000002,91.58,30.4
F-20,2023-06-01,194881.74,91.86,31.3
F-20,2023-07-01,188198.66999999998,91.83,30.1
F-20,2023-08-01,169021.01,90.16,25.0
F-20,2023-09-01,143614.27,90.95,18.4
F-20,2023-10-01,118994.39,91.92,11.3
F-20,2023-11-01,99831.56,92.45,6.3
F-20,2023-12-01,93908.72,91.92,3.8
F-20,2024-01-01,99617.05,92.71,5.6
F-20,2024-02-01,119025.01000000001,92.44,11.8
F-20,2024-03-01,144486.81,92.45,17.7
F-20,2024-04-01,168873.18,90.82,24.8
F-20,2024-05-01,187667.91,93.11,29.7
F-20,2024-06-01,194164.06,91.1,32.2
F-20,2024-07-01,186541.66,90.51,30.3
F-20,2024-08-01,169152.84,92.23,24.7
F-20,2024-09-01,144341.37,91.71,18.2
F-20,2024-10-01,118417.12,91.25,10.8
F-20,2024-11-01,101219.02,93.76,6.5
F-20,2024-12-01,92821.91,91.96,3.7
F-21,2022-01-01,105580.41,88.13,5.8
F-21,2022-02-01,124023.34,88.37,10.9
F-21,2022-03-01,152130.98,88.86,18.4
F-21,2022-04-01,177773.44,87.83,25.0
F-21,2022-05-01,196030.51,89.39,29.8
F-21,2022-06-01,203724.4,88.47,32.4
F-21,2022-07-01,197574.54,87.35,29.6
F-21,2022-08-01,179006.79,89.16,25.2
F-21,2022-09-01,151341.76,88.68,18.2
F-21,2022-10-01,124263.91,89.15,11.5
F-21,2022-11-01,104416.15,87.73,6.2
F-21,2022-12-01,97727.47,88.24,4.3
F-21,2023-01-01,104478.98,87.77,5.8
F-21,2023-02-01,124754.86,88.45,11.3
F-21,2023-03-01,151343.11000000002,88.82,17.8
F-21,2023-04-01,176686.1,89.54,24.6
F-21,2023-05-01,195957.82,88.66,30.2
F-21,2023-06-01,203458.75,87.96,32.1
F-21,2023-07-01,195999.21,89.09,30.1
F-21,2023-08-01,179091.06,88.09,24.9
F-21,2023-09-01,151700.15,87.92,17.9
F-21,2023-10-01,125484.98,87.49,11.0
F-21,2023-11-01,105798.09,88.53,6.1
F-21,2023-12-01,97502.61,87.55,4.5
F-21,2024-01-01,105093.36,88.56,6.1
F-21,2024-02-01,126476.98,88.99,10.8
F-21,2024-03-01,151118.24,88.3,17.5
F-21,2024-04-01,175193.51,87.6,25.4
F-21,2024-05-01,197263.99,87.46,30.3
F-21,2024-06-01,205018.85,88.89,32.3
F-21,2024-07-01,197056.97,90.04,29.9
F-21,2024-08-01,176514.33000000002,88.52,24.6
F-21,2024-09-01,149293.16,87.63,17.3
F-21,2024-10-01,125187.76,88.74,11.0
F-21,2024-11-01,105544.98,88.56,5.7
F-21,2024-12-01,99898.73999999999,88.41,4.4
F-22,2022-01-01,121277.6,89.0,5.8
F-22,2022-02-01,143852.68,89.05,11.0
F-22,2022-03-01,175348.57,89.78,18.4
F-22,2022-04-01,206815.74,89.82,25.0
F-22,2022-05-01,227604.46,88.62,30.2
F-22,2022-06-01,238082.75,88.43,31.7
F-22,2022-07-01,226578.75,90.32,30.0
F-22,2022-08-01,207948.03999999998,90.13,25.2
F-22,2022-09-01,173566.55,90.35,18.3
F-22,2022-10-01,144530.38,88.06,11.3
F-22,2022-11-01,121057.68,88.59,5.8
F-22,2022-12-01,114488.73,90.65,3.5
F-22,2023-01-01,121545.02,90.0,6.1
F-22,2023-02-01,143916.05,88.84,10.8
F-22,2023-03-01,175543.59,88.18,18.3
F-22,2023-04-01,206829.93,89.04,24.6
F-22,2023-05-01,225504.5,89.13,29.7
F-22,2023-06-01,237911.33000000002,89.64,31.7
F-22,2023-07-01,227041.95,90.01,29.3
F-22,2023-08-01,207169.04,89.75,24.6
F-22,2023-09-01,175257.64,88.96,18.0
F-22,2023-10-01,143124.13,88.37,11.2
F-22,2023-11-01,122395.47,88.6,6.2
F-22,2023-12-01,112911.67,88.51,3.5
F-22,2024-01-01,120864.62,89.5,6.2
F-22,2024-02-01,143790.49,87.64,11.2
F-22,2024-03-01,176752.82,88.4,18.4
F-22,2024-04-01,205624.83,90.2,24.8
F-22,2024-05-01,227844.45,89.44,29.9
F-22,2024-06-01,239751.21,90.48,31.7
F-22,2024-07-01,227532.46000000002,88.5,30.0
F-22,2024-08-01,206526.63,89.4,25.1
F-22,2024-09-01,174011.3,88.46,18.1
F-22,2024-10-01,143479.38,88.72,10.7
F-22,2024-11-01,122547.03,89.98,5.3
F-22,2024-12-01,114099.34,89.07,3.4
F-23,2022-01-01,103783.7,89.28,6.6
F-23,2022-02-01,123438.77,88.33,11.2
F-23,2022-03-01,151227.26,91.11,18.4
F-23,2022-04-01,175340.37,89.02,24.6
F-23,2022-05-01,195346.27,91.46,30.4
F-23,2022-06-01,205551.09,90.77,32.1
F-23,2022-07-01,196364.3,90.23,30.1
F-23,2022-08-01,177387.59,91.15,25.4
F-23,2022-09-01,150817.33,88.68,18.2
F-23,2022-10-01,124106.5,90.81,11.2
F-23,2022-11-01,105054.84,89.94,6.0
F-23,2022-12-01,97980.23,92.12,4.0
F-23,2023-01-01,106343.83,90.37,5.8
F-23,2023-02-01,125259.02,90.37,11.1
F-23,2023-03-01,152102.91,89.25,17.6
F-23,2023-04-01,178384.15,92.11,25.0
F-23,2023-05-01,198131.04,91.56,30.6
F-23,2023-06-01,204971.41,92.02,31.9
F-23,2023-07-01,196331.84,90.92,30.4
F-23,2023-08-01,177669.79,91.34,24.8
F-23,2023-09-01,150124.92,88.55,17.1
F-23,2023-10-01,124542.09,91.47,11.3
F-23,2023-11-01,104439.05,91.19,5.8
F-23,2023-12-01,97732.84,90.27,4.1
F-23,2024-01-01,104094.51,88.44,4.9
F-23,2024-02-01,124225.58,89.78,10.7
F-23,2024-03-01,150498.64,90.45,17.6
F-23,2024-04-01,178913.11,89.86,25.0
F-23,2024-05-01,195733.11,91.72,30.8
F-23,2024-06-01,204147.02,91.25,31.8
F-23,2024-07-01,198705.6,89.88,29.4
F-23,2024-08-01,176914.89,90.2,24.4
F-23,2024-09-01,150013.63,90.83,17.9
F-23,2024-10-01,125279.04000000001,89.3,11.8
F-23,2024-11-01,106296.5,91.01,6.4
F-23,2024-12-01,97698.93,91.26,4.0
F-24,2022-01-01,106473.83,88.36,5.6
F-24,2022-02-01,126967.17,90.39,11.2
F-24,2022-03-01,153579.36,87.98,17.9
F-24,2022-04-01,180974.15,88.92,24.7
F-24,2022-05-01,202407.65,87.39,30.6
F-24,2022-06-01,208873.19,87.9,31.9
F-24,2022-07-01,202465.07,88.78,30.5
F-24,2022-08-01,184919.76,89.48,25.5
F-24,2022-09-01,151654.94,89.9,18.3
F-24,2022-10-01,128082.46,90.36,11.1
F-24,2022-11-01,107491.95999999999,89.76,6.2
F-24,2022-12-01,102040.98,88.35,5.0
F-24,2023-01-01,108586.45999999999,87.71,6.2
F-24,2023-02-01,126423.57,89.11,11.4
F-24,2023-03-01,153392.33,89.23,17.8
F-24,2023-04-01,180796.24,88.04,24.7
F-24,2023-05-01,200523.51,91.3,29.6
F-24,2023-06-01,208093.8,89.98,32.1
F-24,2023-07-01,201810.35,88.26,29.9
F-24,2023-08-01,181851.85,90.16,24.3
F-24,2023-09-01,154277.85,88.56,18.2
F-24,2023-10-01,126078.45999999999,89.01,11.4
F-24,2023-11-01,109171.66,88.88,6.0
F-24,2023-12-01,100139.6,88.63,3.5
F-24,2024-01-01,108055.57,88.17,6.2
F-24,2024-02-01,126519.79000000001,88.04,11.2
F-24,2024-03-01,155408.87,91.55,17.1
F-24,2024-04-01,181940.28,88.58,24.7
F-24,2024-05-01,202398.26,88.88,30.7
F-24,2024-06-01,207508.11000000002,88.42,31.8
F-24,2024-07-01,200465.25,87.47,30.0
F-24,2024-08-01,181127.36000000002,91.09,24.8
F-24,2024-09-01,154444.01,89.45,18.6
F-24,2024-10-01,127580.47,88.83,11.0
F-24,2024-11-01,109410.48,89.86,5.9
F-24,2024-12-01,100162.88,89.77,4.1
F-25,2022-01-01,120799.41,97.15,6.5
F-25,2022-02-01,143202.32,97.69,11.4
F-25,2022-03-01,175920.81,98.1,17.9
F-25,2022-04-01,207850.52,96.5,24.6
F-25,2022-05-01,226138.91999999998,97.77,30.8
F-25,2022-06-01,234807.68,98.0,32.3
F-25,2022-07-01,227810.9,97.27,29.8
F-25,2022-08-01,205953.07,97.73,24.6
F-25,2022-09-01,176093.47999999998,98.8,17.8
F-25,2022-10-01,144377.77,96.58,11.4
F-25,2022-11-01,121796.6,97.59,6.0
F-25,2022-12-01,110683.70999999999,99.05,4.4
F-25,2023-01-01,122195.01999999999,96.39,5.6
F-25,2023-02-01,142767.64,98.39,10.7
F-25,2023-03-01,172902.1,97.04,18.3
F-25,2023-04-01,204344.43,97.65,25.4
F-25,2023-05-01,227460.02,99.03,30.0
F-25,2023-06-01,235709.44999999998,97.72,31.8
F-25,2023-07-01,228083.79,97.95,29.7
F-25,2023-08-01,206258.25,97.35,24.7
F-25,2023-09-01,174148.1,97.5,18.5
F-25,2023-10-01,144576.54,98.27,11.0
F-25,2023-11-01,122730.65,96.8,5.9
F-25,2023-12-01,113499.23999999999,98.57,4.2
F-25,2024-01-01,122366.44,97.8,6.1
F-25,2024-02-01,141762.86,98.19,10.6
F-25,2024-03-01,174403.61,97.94,17.6
F-25,2024-04-01,205557.72999999998,97.52,24.8
F-25,2024-05-01,229294.31,96.85,30.6
F-25,2024-06-01,234527.28,96.73,32.3
F-25,2024-07-01,228088.99,98.62,30.2
F-25,2024-08-01,208089.21,97.14,24.6
F-25,2024-09-01,175078.65,97.85,17.9
F-25,2024-10-01,144782.06,97.95,11.5
F-25,2024-11-01,121688.75,97.85,5.3
F-25,2024-12-01,112854.21,97.61,4.5
F-26,2022-01-01,120382.42,91.87,5.4
F-26,2022-02-01,144368.58,89.93,10.6
F-26,2022-03-01,174855.86,91.6,18.4
F-26,2022-04-01,204133.27000000002,92.08,25.2
F-26,2022-05-01,227670.0,90.2,30.4
F-26,2022-06-01,236586.92,92.06,32.1
F-26,2022-07-01,225231.03,90.39,30.5
F-26,2022-08-01,206038.83000000002,92.94,25.6
F-26,2022-09-01,173782.94,91.64,18.1
F-26,2022-10-01,142988.19,91.58,11.5
F-26,2022-11-01,122531.86,91.8,5.9
F-26,2022-12-01,113470.84,91.1,3.9
F-26,2023-01-01,122345.06999999999,90.93,6.3
F-26,2023-02-01,144403.88,91.05,10.8
F-26,2023-03-01,173548.54,90.82,17.8
F-26,2023-04-01,204344.49,89.95,24.9
F-26,2023-05-01,226114.86000000002,91.57,29.8
F-26,2023-06-01,238746.7,91.1,31.8
F-26,2023-07-01,230110.17,92.44,30.5
F-26,2023-08-01,205912.19,91.37,25.1
F-26,2023-09-01,175563.61,91.26,17.9
F-26,2023-10-01,144799.63999999998,90.37,11.1
F-26,2023-11-01,122146.24,91.35,6.2
F-26,2023-12-01,113493.55,92.21,4.0
F-26,2024-01-01,122311.70999999999,91.29,5.5
F-26,2024-02-01,144219.04,92.92,11.6
F-26,2024-03-01,174617.05,91.29,17.8
F-26,2024-04-01,203726.04,92.87,24.9
F-26,2024-05-01,225737.97,91.56,29.6
F-26,2024-06-01,236593.28,90.97,32.3
F-26,2024-07-01,228543.4,90.62,30.0
F-26,2024-08-01,204592.85,91.06,25.6
F-26,2024-09-01,175665.78,90.27,17.8
F-26,2024-10-01,142912.99,91.5,10.9
F-26,2024-11-01,120738.56999999999,91.08,6.0
F-26,2024-12-01,112925.87,91.85,4.1
F-27,2022-01-01,101273.93,89.35,6.2
F-27,2022-02-01,121723.76000000001,86.53,10.6
F-27,2022-03-01,145065.37,88.44,17.9
F-27,2022-04-01,173516.9,87.58,24.9
F-27,2022-05-01,190136.96000000002,88.49,30.2
F-27,2022-06-01,196987.28999999998,87.58,32.2
F-27,2022-07-01,190084.74,86.58,30.2
F-27,2022-08-01,172885.02000000002,86.69,24.9
F-27,2022-09-01,146059.97,89.71,17.8
F-27,2022-10-01,120472.52,86.84,10.7
F-27,2022-11-01,101597.73000000001,86.97,5.3
F-27,2022-12-01,95526.95999999999,88.45,3.8
F-27,2023-01-01,102097.18,87.97,6.1
F-27,2023-02-01,122794.36,86.86,11.3
F-27,2023-03-01,145256.53,88.0,17.9
F-27,2023-04-01,173933.99,88.03,24.7
F-27,2023-05-01,193609.6,87.65,30.2
F-27,2023-06-01,194989.0,88.5,31.4
F-27,2023-07-01,188573.2,87.48,30.0
F-27,2023-08-01,171891.32,86.55,24.7
F-27,2023-09-01,146712.33000000002,87.56,18.3
F-27,2023-10-01,119080.45,86.49,11.5
F-27,2023-11-01,101869.02,87.13,5.8
F-27,2023-12-01,93671.93,88.32,3.9
F-27,2024-01-01,101553.44,88.77,5.6
F-27,2024-02-01,120608.61,87.52,10.7
F-27,2024-03-01,146710.54,87.8,17.8
F-27,2024-04-01,170116.22,89.19,25.2
F-27,2024-05-01,189627.5,87.05,31.1
F-27,2024-06-01,198892.98,88.01,31.9
F-27,2024-07-01,190940.22,88.66,30.5
F-27,2024-08-01,171368.43,89.43,24.7
F-27,2024-09-01,147856.96,87.58,18.2
F-27,2024-10-01,120649.7,88.99,10.6
F-27,2024-11-01,102008.18,87.18,5.5
F-27,2024-12-01,94211.06,86.6,4.3
F-28,2022-01-01,97105.89,89.47,6.1
F-28,2022-02-01,115603.57,89.83,11.1
F-28,2022-03-01,139563.81,91.12,17.6
F-28,2022-04-01,164497.54,89.38,25.2
F-28,2022-05-01,182684.96,89.82,30.0
F-28,2022-06-01,189716.72999999998,89.0,32.1
F-28,2022-07-01,182726.22999999998,88.12,30.1
F-28,2022-08-01,163248.52,90.82,24.0
F-28,2022-09-01,140053.56,88.43,16.9
F-28,2022-10-01,116254.37,88.74,10.8
F-28,2022-11-01,97911.33,88.4,5.8
F-28,2022-12-01,91335.61,89.72,4.0
F-28,2023-01-01,97216.56,90.07,5.8
F-28,2023-02-01,115727.91,91.47,10.7
F-28,2023-03-01,140788.41999999998,89.62,18.6
F-28,2023-04-01,163686.47999999998,90.69,24.9
F-28,2023-05-01,184660.39,89.8,30.3
F-28,2023-06-01,188732.57,91.62,31.6
F-28,2023-07-01,182658.27000000002,88.92,30.2
F-28,2023-08-01,165384.16,89.93,25.3
F-28,2023-09-01,139906.75,90.37,18.3
F-28,2023-10-01,116283.83,89.84,11.0
F-28,2023-11-01,96828.79,88.8,5.6
F-28,2023-12-01,91941.51000000001,90.78,3.6
F-28,2024-01-01,96745.78,88.7,5.8
F-28,2024-02-01,116783.41,90.3,10.8
F-28,2024-03-01,140714.5,91.22,18.1
F-28,2024-04-01,164616.9,90.65,25.2
F-28,2024-05-01,183200.17,90.8,29.7
F-28,2024-06-01,189178.0,89.91,32.5
F-28,2024-07-01,182830.24,87.85,29.9
F-28,2024-08-01,162797.01,89.95,25.2
F-28,2024-09-01,140230.23,87.26,17.4
F-28,2024-10-01,115978.46,89.89,11.1
F-28,2024-11-01,98907.83,89.83,5.8
F-28,2024-12-01,91240.46,89.32,4.0
F-29,2022-01-01,95302.81999999999,95.12,5.6
F-29,2022-02-01,112420.9,97.3,11.2
F-29,2022-03-01,136992.29,95.24,17.8
F-29,2022-04-01,160456.78,96.65,25.2
F-29,2022-05-01,177225.67,96.09,30.2
F-29,2022-06-01,184200.13,94.72,32.2
F-29,2022-07-01,176324.96,96.45,30.2
F-29,2022-08-01,160507.02000000002,96.27,25.2
F-29,2022-09-01,136601.68,95.3,18.0
F-29,2022-10-01,112748.53,95.48,11.3
F-29,2022-11-01,94337.03,96.32,5.7
F-29,2022-12-01,87063.68000000001,96.62,4.1
F-29,2023-01-01,94610.24,93.99,5.4
F-29,2023-02-01,112516.3,94.91,10.4
F-29,2023-03-01,136362.08,97.25,17.7
F-29,2023-04-01,158733.03,96.78,25.2
F-29,2023-05-01,176301.65,95.4,30.7
F-29,2023-06-01,182520.04,95.01,32.0
F-29,2023-07-01,177947.28,94.49,30.8
F-29,2023-08-01,158801.17,96.73,25.2
F-29,2023-09-01,136465.85,95.72,17.8
F-29,2023-10-01,111072.25,96.16,10.8
F-29,2023-11-01,94389.06,96.97,6.2
F-29,2023-12-01,88212.59,96.22,3.9
F-29,2024-01-01,95374.3,94.98,5.7
F-29,2024-02-01,111087.58,95.97,11.1
F-29,2024-03-01,134749.76,96.38,17.3
F-29,2024-04-01,159525.29,96.47,25.4
F-29,2024-05-01,177987.97999999998,94.64,30.2
F-29,2024-06-01,183018.05,93.76,32.1
F-29,2024-07-01,176596.65,96.0,30.4
F-29,2024-08-01,159718.01,95.87,24.9
F-29,2024-09-01,136644.79,95.6,17.8
F-29,2024-10-01,111314.38,94.27,10.6
F-29,2024-11-01,92338.85,96.29,6.5
F-29,2024-12-01,88149.57,94.85,4.2
F-30,2022-01-01,132124.18,87.78,5.8
F-30,2022-02-01,157907.71,88.81,11.5
F-30,2022-03-01,193757.85,89.62,18.1
F-30,2022-04-01,224413.79,89.32,25.6
F-30,2022-05-01,250843.44,87.16,29.7
F-30,2022-06-01,263560.63,87.3,31.9
F-30,2022-07-01,251806.86000000002,89.84,30.4
F-30,2022-08-01,223318.09,89.82,24.3
F-30,2022-09-01,191076.44,87.34,17.7
F-30,2022-10-01,157149.21,89.1,11.1
F-30,2022-11-01,131089.27,90.65,5.6
F-30,2022-12-01,123258.38,89.74,4.4
F-30,2023-01-01,131940.2,87.68,6.1
F-30,2023-02-01,156951.91999999998,89.83,11.0
F-30,2023-03-01,190349.78,87.71,17.9
F-30,2023-04-01,223570.66,89.25,24.4
F-30,2023-05-01,251614.99,88.84,30.4
F-30,2023-06-01,256858.65,87.12,31.8
F-30,2023-07-01,250685.21,86.63,30.0
F-30,2023-08-01,221446.36000000002,88.23,25.1
F-30,2023-09-01,188758.26,89.27,17.5
F-30,2023-10-01,156350.32,89.37,11.6
F-30,2023-11-01,130706.54000000001,88.92,6.0
F-30,2023-12-01,123745.32,89.92,3.9
F-30,2024-01-01,134575.44,88.71,5.7
F-30,2024-02-01,156985.58,89.75,11.3
F-30,2024-03-01,192414.29,88.88,18.0
F-30,2024-04-01,222825.13,88.04,24.3
F-30,2024-05-01,245629.95,88.38,30.1
F-30,2024-06-01,260296.34,89.19,32.7
F-30,2024-07-01,252255.15,88.29,30.2
F-30,2024-08-01,223719.25,88.95,24.9
F-30,2024-09-01,189953.53,88.32,17.2
F-30,2024-10-01,155510.61000000002,88.55,10.6
F-30,2024-11-01,132501.35,87.85,5.3
F-30,2024-12-01,121942.78,88.11,3.7
