feeder_id,month,injected_energy_kwh,feeder_uptime_pct,avg_temp_c
F-16,2024-09-01,158941.59,88.48,17.8
F-16,2024-10-01,133824.33,86.78,11.1
F-16,2024-11-01,113868.07,86.7,6.1
F-16,2024-12-01,107198.55,90.42,3.7
F-17,2022-01-01,114006.91,99.16,6.0
F-17,2022-02-01,132848.45,99.17,10.7
F-17,2022-03-01,159503.1,98.66,17.9
F-17,2022-04-01,184989.91,97.16,25.0
F-17,2022-05-01,196615.72999999998,95.61,30.0
F-17,2022-06-01,203999.52,97.87,32.0
F-17,2022-07-01,195556.7,97.88,30.0
F-17,2022-08-01,178441.83,97.58,25.2
F-17,2022-09-01,151809.3,97.04,18.7
F-17,2022-10-01,126138.94,98.16,11.0
F-17,2022-11-01,110208.74,97.89,5.4
F-17,2022-12-01,105812.22,98.0,3.8
F-17,2023-01-01,111867.91,97.85,6.4
F-17,2023-02-01,132981.16999999998,98.24,11.1
F-17,2023-03-01,158911.87,96.5,18.0
F-17,2023-04-01,183459.69,98.77,25.0
F-17,2023-05-01,196302.45,97.0,29.7
F-17,2023-06-01,206678.19,97.51,31.8
F-17,2023-07-01,197029.53,98.46,30.0
F-17,2023-08-01,178883.21,96.19,25.2
F-17,2023-09-01,150170.1,99.26,18.1
F-17,2023-10-01,124804.83,97.3,11.0
F-17,2023-11-01,111737.59,97.54,6.3
F-17,2023-12-01,106677.19,98.15,4.4
F-17,2024-01-01,112027.71,99.17,6.0
F-17,2024-02-01,132456.61,97.95,11.8
F-17,2024-03-01,158038.68,97.31,18.4
F-17,2024-04-01,180257.92,98.94,25.0
F-17,2024-05-01,196531.15,97.94,29.8
F-17,2024-06-01,205205.04,97.2,32.3
F-17,2024-07-01,196553.71,97.81,29.5
F-17,2024-08-01,176388.03,98.52,24.7
F-17,2024-09-01,151252.13,97.2,18.2
F-17,2024-10-01,128365.40000000001,97.27,11.2
F-17,2024-11-01,110295.62999999999,97.76,5.7
F-17,2024-12-01,106000.69,96.04,3.7
F-18,2022-01-01,105704.91,96.16,5.4
F-18,2022-02-01,123674.81,95.29,11.6
F-18,2022-03-01,151738.85,95.33,18.1
F-18,2022-04-01,173147.66,95.61,25.0
F-18,2022-05-01,191306.58000000002,95.59,29.9
F-18,2022-06-01,197048.38,95.11,31.7
F-18,2022-07-01,188508.51,95.47,30.2
F-18,2022-08-01,167458.48,95.48,25.1
F-18,2022-09-01,144446.71,93.66,18.5
F-18,2022-10-01,119977.35,95.62,10.9
F-18,2022-11-01,103783.62,93.17,6.2
F-18,2022-12-01,97714.65,95.31,4.2
F-18,2023-01-01,105774.47,95.95,5.1
F-18,2023-02-01,123007.78,95.27,10.6
F-18,2023-03-01,147749.7,95.52,18.2
F-18,2023-04-01,175028.14,96.35,25.6
F-18,2023-05-01,189960.36,95.76,29.8
F-18,2023-06-01,193784.91,97.49,31.7
F-18,2023-07-01,188109.77,94.45,30.6
F-18,2023-08-01,168629.47,94.53,25.4
F-18,2023-09-01,143965.92,95.76,18.1
F-18,2023-10-01,121200.45,93.98,10.5
F-18,2023-11-01,102172.26,94.6,5.9
F-18,2023-12-01,96375.26000000001,93.21,3.8
F-18,2024-01-01,104583.06,94.62,6.4
F-18,2024-02-01,123453.38,94.88,10.6
F-18,2024-03-01,147688.87,95.79,17.4
F-18,2024-04-01,168141.28,94.09,24.6
F-18,2024-05-01,184933.45,95.14,31.0
F-18,2024-06-01,193965.83000000002,96.01,32.0
F-18,2024-07-01,188312.91999999998,92.92,29.7
F-18,2024-08-01,168827.79,96.04,26.2
F-18,2024-09-01,143671.04,94.76,18.2
F-18,2024-10-01,118385.06,92.65,11.0
F-18,2024-11-01,102961.32,95.76,6.0
F-18,2024-12-01,96866.8,95.22,3.8
F-19,2022-01-01,127644.62,96.73,5.6
F-19,2022-02-01,149026.71,96.16,10.9
F-19,2022-03-01,178125.65,96.21,17.4
F-19,2022-04-01,211153.17,95.97,24.5
F-19,2022-05-01,230046.65,94.42,29.9
F-19,2022-06-01,237423.31,95.31,32.2
F-19,2022-07-01,226439.24,96.17,29.9
F-19,2022-08-01,207045.83000000002,95.88,24.8
F-19,2022-09-01,176552.27,95.79,18.2
F-19,2022-10-01,144328.49,97.7,11.0
F-19,2022-11-01,126908.0,94.08,6.0
F-19,2022-12-01,118458.70999999999,94.27,3.6
F-19,2023-01-01,128828.47,94.7,5.8
F-19,2023-02-01,150557.54,94.86,11.2
F-19,2023-03-01,180313.98,96.15,17.9
F-19,2023-04-01,207537.5,96.42,25.5
F-19,2023-05-01,227101.97,96.04,30.3
F-19,2023-06-01,226708.12,96.61,32.2
F-19,2023-07-01,226271.68,96.3,30.1
F-19,2023-08-01,207388.97,95.67,25.5
F-19,2023-09-01,177820.46,96.96,17.9
F-19,2023-10-01,146347.71,96.11,11.5
F-19,2023-11-01,124610.84,96.78,6.2
F-19,2023-12-01,120493.23000000001,95.97,4.0
F-19,2024-01-01,125113.78,95.5,5.8
F-19,2024-02-01,148288.77000000002,95.75,11.3
F-19,2024-03-01,180423.91999999998,96.58,18.3
F-19,2024-04-01,207321.38999999998,94.34,25.4
F-19,2024-05-01,227306.76,96.25,30.2
F-19,2024-06-01,232989.46,95.87,31.8
F-19,2024-07-01,222121.97,95.53,29.9
F-19,2024-08-01,204917.51,94.02,25.0
F-19,2024-09-01,177871.31,96.14,18.1
F-19,2024-10-01,147227.04,95.76,10.5
F-19,2024-11-01,123954.44,96.47,5.5
F-19,2024-12-01,117258.58,96.89,3.5
F-20,2022-01-01,107841.15,95.47,6.1
F-20,2022-02-01,127405.56,96.89,10.1
F-20,2022-03-01,151632.88,95.72,17.4
F-20,2022-04-01,175643.68,94.26,25.3
F-20,2022-05-01,188869.76,95.04,30.1
F-20,2022-06-01,187484.91,94.14,32.1
F-20,2022-07-01,181505.24,95.23,29.9
F-20,2022-08-01,163030.77,94.82,25.5
F-20,2022-09-01,144204.83000000002,93.74,18.0
F-20,2022-10-01,119935.96,94.61,11.1
F-20,2022-11-01,104114.39,93.75,6.1
F-20,2022-12-01,98598.42,94.47,3.6
F-20,2023-01-01,108158.03,95.39,6.5
F-20,2023-02-01,121454.39,95.16,10.7
F-20,2023-03-01,146197.21,94.18,17.8
F-20,2023-04-01,169858.6,94.6,24.9
F-20,2023-05-01,190422.87,93.14,30.2
F-20,2023-06-01,193580.5,95.09,32.5
F-20,2023-07-01,188666.98,94.55,30.4
F-20,2023-08-01,168261.51,96.27,24.8
F-20,2023-09-01,141982.45,95.32,18.5
F-20,2023-10-01,119345.76000000001,94.81,10.4
F-20,2023-11-01,105545.34999999999,95.35,6.5
F-20,2023-12-01,98900.87,95.18,4.6
F-20,2024-01-01,106932.15000000001,96.58,5.5
F-20,2024-02-01,126936.95999999999,96.27,10.9
F-20,2024-03-01,148149.75,94.62,17.9
F-20,2024-04-01,168365.01,95.47,24.3
F-20,2024-05-01,188799.06,95.79,30.5
F-20,2024-06-01,193332.1,96.76,32.1
F-20,2024-07-01,187513.37,93.85,29.4
F-20,2024-08-01,158170.51,96.48,25.2
F-20,2024-09-01,137859.87,95.18,18.4
F-20,2024-10-01,121824.22,94.9,10.8
F-20,2024-11-01,105407.91,94.27,6.4
F-20,2024-12-01,101933.65,94.84,3.9
F-21,2022-01-01,96404.43000000001,88.44,6.0
F-21,2022-02-01,113218.48000000001,89.51,11.1
F-21,2022-03-01,133437.28,90.62,18.1
F-21,2022-04-01,156403.49,87.17,25.1
F-21,2022-05-01,167169.3,88.94,29.7
F-21,2022-06-01,174337.17,89.12,31.5
F-21,2022-07-01,164896.66,86.59,30.6
F-21,2022-08-01,154452.85,89.15,25.3
F-21,2022-09-01,130939.59,89.9,17.7
F-21,2022-10-01,109325.79000000001,87.63,10.5
F-21,2022-11-01,93625.79,89.02,5.3
F-21,2022-12-01,87327.63,89.49,3.8
F-21,2023-01-01,94602.26000000001,90.01,5.5
F-21,2023-02-01,109731.95,86.78,10.9
F-21,2023-03-01,130353.06999999999,88.32,18.8
F-21,2023-04-01,153018.83000000002,87.26,24.8
F-21,2023-05-01,169110.97,89.32,30.3
F-21,2023-06-01,174451.23,89.41,32.4
F-21,2023-07-01,165079.93,89.34,29.9
F-21,2023-08-01,150832.68,89.07,24.7
F-21,2023-09-01,128244.1,90.48,18.3
F-21,2023-10-01,106409.39,87.82,11.2
F-21,2023-11-01,91783.36,90.45,6.1
F-21,2023-12-01,86132.41,88.25,4.5
F-21,2024-01-01,93791.29,88.54,5.8
F-21,2024-02-01,109090.92,87.37,10.2
F-21,2024-03-01,132527.94,88.98,18.3
F-21,2024-04-01,153290.11,87.98,24.8
F-21,2024-05-01,159214.65,87.8,30.2
F-21,2024-06-01,163535.66,88.13,32.1
F-21,2024-07-01,157607.41999999998,89.42,29.9
F-21,2024-08-01,150926.63,88.96,24.1
F-21,2024-09-01,128084.0,87.7,18.2
F-21,2024-10-01,108355.41,87.74,11.0
F-21,2024-11-01,90943.74,90.09,6.7
F-21,2024-12-01,89866.26,87.87,4.0
F-22,2022-01-01,112212.12,86.33,5.9
F-22,2022-02-01,135494.39,87.75,10.7
F-22,2022-03-01,157658.36,84.2,18.0
F-22,2022-04-01,181870.69,90.12,25.2
F-22,2022-05-01,198517.31,87.3,30.3
F-22,2022-06-01,199262.11,88.44,31.4
F-22,2022-07-01,196993.91999999998,86.94,30.2
F-22,2022-08-01,177463.36,87.34,25.6
F-22,2022-09-01,150410.04,84.79,17.9
F-22,2022-10-01,126205.88,86.38,10.5
F-22,2022-11-01,108861.06,87.24,5.5
F-22,2022-12-01,104027.65,87.59,4.0
F-22,2023-01-01,106869.93,86.38,6.2
F-22,2023-02-01,127885.78,85.99,11.5
F-22,2023-03-01,156753.05,86.72,17.7
F-22,2023-04-01,180331.38999999998,85.4,24.7
F-22,2023-05-01,190816.9,86.59,30.0
F-22,2023-06-01,201073.28,87.46,32.4
F-22,2023-07-01,191097.29,86.91,30.2
F-22,2023-08-01,170626.91,87.51,24.7
F-22,2023-09-01,147658.34,86.98,18.0
F-22,2023-10-01,125460.26,86.64,11.1
F-22,2023-11-01,107961.61,85.25,6.2
F-22,2023-12-01,103533.24,87.48,4.0
F-22,2024-01-01,110913.76,86.12,5.8
F-22,2024-02-01,130619.54000000001,87.14,11.1
F-22,2024-03-01,156831.77,87.58,17.9
F-22,2024-04-01,177397.69,85.52,24.5
F-22,2024-05-01,191910.22999999998,86.47,30.4
F-22,2024-06-01,200176.81,87.24,32.8
F-22,2024-07-01,191530.77000000002,87.35,29.6
F-22,2024-08-01,175607.76,86.52,24.4
F-22,2024-09-01,145240.36000000002,87.03,18.0
F-22,2024-10-01,126918.52,86.2,11.5
F-22,2024-11-01,106485.32,86.34,5.7
F-22,2024-12-01,102799.22,87.47,4.4
F-23,2022-01-01,116941.5,95.63,6.0
F-23,2022-02-01,139594.61,96.13,11.4
F-23,2022-03-01,168030.35,96.55,18.2
F-23,2022-04-01,193711.16,94.5,24.9
F-23,2022-05-01,210592.03,98.15,30.8
F-23,2022-06-01,220484.22,96.07,32.3
F-23,2022-07-01,211778.86,95.48,30.0
F-23,2022-08-01,192032.62,96.99,25.4
F-23,2022-09-01,160417.72,96.91,18.2
F-23,2022-10-01,134637.9,95.12,11.2
F-23,2022-11-01,114690.87,94.79,5.6
F-23,2022-12-01,111569.93,96.78,3.9
F-23,2023-01-01,116617.09,96.8,5.9
F-23,2023-02-01,137739.31,97.57,10.8
F-23,2023-03-01,164982.27,96.43,18.3
F-23,2023-04-01,196514.66,96.74,25.6
F-23,2023-05-01,211921.57,97.24,29.7
F-23,2023-06-01,216454.75,96.6,31.2
F-23,2023-07-01,208785.37,95.54,30.3
F-23,2023-08-01,190571.45,95.38,25.2
F-23,2023-09-01,159848.46,96.44,18.1
F-23,2023-10-01,137280.91,96.82,10.4
F-23,2023-11-01,116862.0,96.11,5.9
F-23,2023-12-01,107184.26000000001,97.55,4.4
F-23,2024-01-01,115618.22,96.44,5.9
F-23,2024-02-01,137773.02,96.47,10.6
F-23,2024-03-01,164712.32,94.02,17.7
F-23,2024-04-01,193741.6,97.14,24.4
F-23,2024-05-01,209285.71,95.52,30.3
F-23,2024-06-01,216561.75,96.61,32.7
F-23,2024-07-01,209270.46,95.23,30.4
F-23,2024-08-01,190080.37,96.89,24.7
F-23,2024-09-01,160930.33000000002,95.32,18.4
F-23,2024-10-01,134698.47,96.72,10.5
F-23,2024-11-01,113270.51000000001,96.23,5.6
F-23,2024-12-01,108747.87,95.55,4.0
F-24,2022-01-01,127560.36,90.91,6.6
F-24,2022-02-01,149836.47,90.36,10.8
F-24,2022-03-01,176295.96000000002,91.49,18.0
F-24,2022-04-01,204239.04,91.26,25.0
F-24,2022-05-01,229053.65,90.48,30.2
F-24,2022-06-01,235316.85,92.65,31.9
F-24,2022-07-01,230812.36,88.77,29.9
F-24,2022-08-01,207727.82,89.33,25.0
F-24,2022-09-01,176961.28,90.32,17.6
F-24,2022-10-01,142346.19,90.64,10.7
F-24,2022-11-01,121415.97,91.85,5.8
F-24,2022-12-01,114858.23,91.84,4.0
F-24,2023-01-01,125119.6,91.54,5.3
F-24,2023-02-01,149319.93,90.35,10.8
F-24,2023-03-01,176457.15,91.38,17.9
F-24,2023-04-01,208218.13,90.3,25.6
F-24,2023-05-01,224807.76,93.01,30.2
F-24,2023-06-01,229777.4,89.65,32.2
F-24,2023-07-01,222631.6,89.9,30.0
F-24,2023-08-01,202323.91999999998,90.9,25.1
F-24,2023-09-01,172879.72,90.88,18.1
F-24,2023-10-01,144655.32,89.65,10.6
F-24,2023-11-01,122900.6,90.53,6.8
F-24,2023-12-01,116116.08,90.87,4.6
F-24,2024-01-01,123516.66,91.78,5.7
F-24,2024-02-01,148100.44,91.88,10.9
F-24,2024-03-01,178908.3,91.01,18.4
F-24,2024-04-01,204635.22,90.54,25.2
F-24,2024-05-01,229614.35,90.5,29.9
F-24,2024-06-01,230202.13999999998,89.55,32.1
F-24,2024-07-01,225657.6,91.66,30.0
F-24,2024-08-01,200325.29,90.24,24.8
F-24,2024-09-01,170283.58000000002,91.11,17.8
F-24,2024-10-01,143895.67,91.05,11.4
F-24,2024-11-01,120867.29,90.15,6.1
F-24,2024-12-01,114104.68999999999,92.97,3.8
F-25,2022-01-01,109869.15000000001,85.39,5.9
F-25,2022-02-01,128907.08,88.38,11.8
F-25,2022-03-01,155546.26,87.8,17.8
F-25,2022-04-01,181251.12,88.74,25.1
F-25,2022-05-01,200962.6,88.58,29.9
F-25,2022-06-01,203439.5,89.36,31.9
F-25,2022-07-01,197137.97999999998,89.18,30.1
F-25,2022-08-01,180351.58,88.1,24.5
F-25,2022-09-01,151206.52000000002,87.1,18.3
F-25,2022-10-01,126362.82,88.1,10.6
F-25,2022-11-01,107682.92,85.68,5.6
F-25,2022-12-01,99790.86,88.87,4.1
F-25,2023-01-01,108617.01,89.2,5.4
F-25,2023-02-01,128172.12,87.26,11.2
F-25,2023-03-01,154264.26,87.67,17.9
F-25,2023-04-01,178688.77000000002,86.58,24.7
F-25,2023-05-01,196588.28,87.91,29.9
F-25,2023-06-01,204594.83,89.49,32.0
F-25,2023-07-01,196767.91,86.95,30.1
F-25,2023-08-01,175273.58,87.71,25.0
F-25,2023-09-01,151495.97,87.09,18.3
F-25,2023-10-01,125861.04999999999,87.79,10.9
F-25,2023-11-01,106710.15,88.35,5.7
F-25,2023-12-01,99783.25,86.59,4.2
F-25,2024-01-01,108230.38,86.79,6.2
F-25,2024-02-01,127999.09,87.2,11.4
F-25,2024-03-01,152440.54,87.41,18.2
F-25,2024-04-01,179004.6,87.01,25.7
F-25,2024-05-01,193290.13,88.14,30.7
F-25,2024-06-01,200861.44999999998,88.66,31.7
F-25,2024-07-01,199390.66,87.45,29.8
F-25,2024-08-01,174808.61,87.21,24.5
F-25,2024-09-01,149008.84,86.66,18.0
F-25,2024-10-01,124987.69,89.34,10.9
F-25,2024-11-01,107530.41,87.13,5.7
F-25,2024-12-01,100844.1,89.69,3.4
F-26,2022-01-01,125855.68,96.0,5.5
F-26,2022-02-01,151397.76,97.8,10.7
F-26,2022-03-01,178846.95,97.06,18.5
F-26,2022-04-01,200477.48,97.73,25.4
F-26,2022-05-01,216696.81,96.99,29.5
F-26,2022-06-01,219012.9,94.04,31.7
F-26,2022-07-01,214694.72,95.61,30.8
F-26,2022-08-01,197119.45,96.71,25.0
F-26,2022-09-01,166848.62,97.82,18.3
F-26,2022-10-01,139394.63,96.2,10.3
F-26,2022-11-01,123426.48,96.87,6.2
F-26,2022-12-01,118770.08,96.41,3.8
F-26,2023-01-01,128521.51999999999,97.4,6.7
F-26,2023-02-01,150688.3,97.3,10.7
F-26,2023-03-01,177285.13,96.91,17.7
F-26,2023-04-01,200263.8,96.54,25.0
F-26,2023-05-01,216483.62,97.17,30.4
F-26,2023-06-01,217957.38,98.75,32.4
F-26,2023-07-01,215895.07,96.84,30.0
F-26,2023-08-01,189903.73,98.19,25.2
F-26,2023-09-01,169453.92,96.72,17.3
F-26,2023-10-01,139721.69,95.77,10.9
F-26,2023-11-01,126111.56999999999,97.59,5.9
F-26,2023-12-01,117868.03,96.94,4.0
F-26,2024-01-01,129770.1,98.24,5.8
F-26,2024-02-01,145980.06,98.03,11.4
F-26,2024-03-01,180006.19999999998,96.52,18.4
F-26,2024-04-01,203483.99,97.62,25.6
F-26,2024-05-01,216003.99,97.34,30.4
F-26,2024-06-01,223755.47999999998,98.41,32.2
F-26,2024-07-01,212875.11000000002,96.21,30.0
F-26,2024-08-01,194430.16,96.52,25.7
F-26,2024-09-01,168258.05,97.91,17.6
F-26,2024-10-01,141163.86,98.11,10.7
F-26,2024-11-01,122373.01,96.2,5.2
F-26,2024-12-01,116345.08,98.56,3.9
F-27,2022-01-01,118266.97,90.3,5.8
F-27,2022-02-01,138984.47,87.8,11.4
F-27,2022-03-01,163760.12,87.72,18.5
F-27,2022-04-01,185182.02000000002,88.43,24.8
F-27,2022-05-01,200933.59,86.43,30.2
F-27,2022-06-01,213684.96,88.9,32.6
F-27,2022-07-01,205952.11000000002,90.49,30.3
F-27,2022-08-01,182686.25,87.31,24.6
F-27,2022-09-01,156788.73,89.25,18.6
F-27,2022-10-01,130544.45,89.33,12.0
F-27,2022-11-01,113680.38,87.26,5.6
F-27,2022-12-01,109404.98000000001,90.02,4.5
F-27,2023-01-01,117477.71,88.43,6.4
F-27,2023-02-01,140053.06,89.88,11.8
F-27,2023-03-01,164970.33,90.05,18.2
F-27,2023-04-01,185535.45,87.29,25.5
F-27,2023-05-01,206216.98,87.4,29.7
F-27,2023-06-01,212373.4,89.06,32.2
F-27,2023-07-01,203981.77,87.02,29.9
F-27,2023-08-01,180277.24,87.38,24.8
F-27,2023-09-01,153034.17,88.91,18.2
F-27,2023-10-01,130072.12,88.99,11.4
F-27,2023-11-01,116938.12,86.06,5.7
F-27,2023-12-01,105555.57,88.4,4.8
F-27,2024-01-01,116729.91,87.45,5.5
F-27,2024-02-01,136366.21,89.07,11.2
F-27,2024-03-01,165264.94,88.66,18.0
F-27,2024-04-01,187792.93,88.96,24.2
F-27,2024-05-01,206516.77,89.28,30.0
F-27,2024-06-01,209230.71,87.68,31.4
F-27,2024-07-01,202433.16999999998,88.39,30.0
F-27,2024-08-01,182154.02,90.31,24.8
F-27,2024-09-01,155789.0,88.17,18.1
F-27,2024-10-01,132334.55,88.54,10.8
F-27,2024-11-01,114205.58,86.62,5.9
F-27,2024-12-01,109493.3,88.43,4.0
F-28,2022-01-01,99252.56999999999,87.47,6.0
F-28,2022-02-01,114326.14,90.0,10.7
F-28,2022-03-01,143615.32,91.04,17.8
F-28,2022-04-01,164818.0,90.05,24.8
F-28,2022-05-01,177887.04,91.5,30.0
F-28,2022-06-01,184759.25,91.42,32.4
F-28,2022-07-01,179164.28,91.22,30.7
F-28,2022-08-01,162677.32,91.73,24.9
F-28,2022-09-01,140465.64,90.01,17.2
F-28,2022-10-01,118698.29000000001,90.06,10.7
F-28,2022-11-01,98473.62,89.59,6.0
F-28,2022-12-01,93504.89,89.46,3.9
F-28,2023-01-01,97869.97,91.61,6.1
F-28,2023-02-01,118573.41,89.21,11.0
F-28,2023-03-01,141069.37,90.45,18.0
F-28,2023-04-01,160600.45,91.19,24.9
F-28,2023-05-01,178311.95,92.11,30.7
F-28,2023-06-01,182218.18,90.07,31.8
F-28,2023-07-01,175790.32,91.82,30.5
F-28,2023-08-01,164378.76,91.53,25.7
F-28,2023-09-01,135940.66,88.22,17.9
F-28,2023-10-01,113973.36,91.39,11.0
F-28,2023-11-01,97672.95,91.48,5.6
F-28,2023-12-01,91563.53,89.26,3.9
F-28,2024-01-01,99674.29,90.12,5.7
F-28,2024-02-01,118651.61,90.66,11.0
F-28,2024-03-01,139288.69999999998,92.51,17.5
F-28,2024-04-01,163077.96,91.39,25.2
F-28,2024-05-01,177355.17,90.54,30.7
F-28,2024-06-01,183105.48,91.39,31.8
F-28,2024-07-01,175756.69,91.11,30.2
F-28,2024-08-01,156667.76,90.43,25.1
F-28,2024-09-01,133883.59,91.47,18.3
F-28,2024-10-01,113153.41,89.59,11.1
F-28,2024-11-01,97641.81,90.73,5.6
F-28,2024-12-01,92878.04,91.03,3.8
F-29,2022-01-01,138193.03,93.96,5.5
F-29,2022-02-01,162833.31,96.03,11.8
F-29,2022-03-01,194373.06,97.15,17.5
F-29,2022-04-01,226698.37,94.97,25.1
F-29,2022-05-01,247733.18,94.45,29.5
F-29,2022-06-01,254133.0,97.12,32.4
F-29,2022-07-01,249562.69999999998,95.95,30.5
F-29,2022-08-01,220639.03,95.97,25.6
F-29,2022-09-01,188119.93,96.98,18.2
F-29,2022-10-01,159529.26,95.87,10.5
F-29,2022-11-01,135390.7,96.16,5.9
F-29,2022-12-01,127485.32,96.76,3.4
F-29,2023-01-01,137370.46,95.71,5.6
F-29,2023-02-01,160681.58,96.88,11.3
F-29,2023-03-01,188356.59,97.26,18.1
F-29,2023-04-01,215896.73,95.14,25.6
F-29,2023-05-01,236862.34,95.51,30.1
F-29,2023-06-01,248996.11,96.55,31.7
F-29,2023-07-01,239270.78,97.03,29.5
F-29,2023-08-01,216293.37,96.46,24.9
F-29,2023-09-01,183879.61000000002,96.17,17.8
F-29,2023-10-01,154603.95,96.99,10.8
F-29,2023-11-01,134152.75,96.23,5.9
F-29,2023-12-01,124865.23999999999,96.77,3.9
F-29,2024-01-01,135354.01,96.16,6.0
F-29,2024-02-01,159059.62,97.64,11.5
F-29,2024-03-01,191431.57,95.57,18.3
F-29,2024-04-01,221604.03,96.54,25.1
F-29,2024-05-01,241254.41,95.19,29.9
F-29,2024-06-01,250425.06,96.51,31.6
F-29,2024-07-01,241095.0,96.38,29.7
F-29,2024-08-01,218947.91,97.37,24.9
F-29,2024-09-01,186289.28,95.89,18.0
F-29,2024-10-01,152339.68,97.3,10.7
F-29,2024-11-01,132131.87,95.45,5.5
F-29,2024-12-01,123898.56,95.84,3.8
F-30,2022-01-01,131538.39,85.03,6.6
F-30,2022-02-01,154732.79,86.27,10.2
F-30,2022-03-01,184256.36,87.59,18.3
F-30,2022-04-01,213150.58,86.8,24.9
F-30,2022-05-01,229462.81,84.93,29.3
F-30,2022-06-01,228980.66,85.34,32.1
F-30,2022-07-01,227420.97999999998,85.23,29.7
F-30,2022-08-01,197846.4,84.86,25.2
F-30,2022-09-01,171165.49,84.96,17.8
F-30,2022-10-01,145941.32,85.48,10.6
F-30,2022-11-01,126115.23000000001,86.3,6.0
F-30,2022-12-01,122377.56,85.24,3.4
F-30,2023-01-01,131876.63,85.05,6.4
F-30,2023-02-01,149893.93,85.66,10.1
F-30,2023-03-01,178201.3,86.01,18.2
F-30,2023-04-01,210952.04,85.02,25.1
F-30,2023-05-01,226793.59,86.21,30.4
F-30,2023-06-01,230419.81,85.14,31.7
F-30,2023-07-01,223073.22,86.5,30.4
F-30,2023-08-01,195745.23,84.94,25.3
F-30,2023-09-01,174572.37,86.0,18.0
F-30,2023-10-01,147863.38,86.7,10.9
F-30,2023-11-01,126154.43,83.42,5.7
F-30,2023-12-01,119451.38,86.76,4.2
F-30,2024-01-01,128673.29000000001,84.88,5.8
F-30,2024-02-01,153329.13,85.82,10.5
F-30,2024-03-01,179242.84,85.34,18.2
F-30,2024-04-01,210732.5,86.27,24.4
F-30,2024-05-01,224623.38,84.95,30.5
F-30,2024-06-01,225805.68,83.18,31.9
F-30,2024-07-01,222144.89,86.29,29.8
F-30,2024-08-01,199371.28999999998,84.97,26.0
F-30,2024-09-01,171110.0,86.34,17.8
F-30,2024-10-01,142435.49,86.17,11.2
F-30,2024-11-01,127332.5,85.92,5.4
F-30,2024-12-01,119848.26000000001,85.96,3.9
